,Stability
graph_039_mu_0_2_node_262,0
graph_039_mu_0_2_node_707,1
graph_039_mu_0_2_node_376,0
graph_039_mu_0_2_node_274,0
graph_039_mu_0_2_node_601,0
graph_039_mu_0_2_node_534,0
graph_039_mu_0_2_node_384,0
graph_039_mu_0_2_node_304,0
graph_039_mu_0_2_node_356,1
graph_039_mu_0_2_node_661,1
graph_039_mu_0_2_node_464,1
graph_039_mu_0_2_node_570,0
graph_039_mu_0_2_node_804,1
graph_039_mu_0_2_node_658,1
graph_039_mu_0_2_node_903,0
graph_039_mu_0_2_node_835,1
graph_039_mu_0_2_node_833,1
graph_039_mu_0_2_node_654,0
graph_039_mu_0_2_node_960,0
graph_039_mu_0_2_node_291,0
graph_039_mu_0_2_node_860,1
graph_039_mu_0_2_node_718,1
graph_039_mu_0_2_node_289,1
graph_039_mu_0_2_node_518,0
graph_039_mu_0_2_node_141,1
graph_039_mu_0_2_node_706,0
graph_039_mu_0_2_node_350,0
graph_039_mu_0_2_node_766,1
graph_039_mu_0_2_node_853,1
graph_039_mu_0_2_node_286,0
graph_039_mu_0_2_node_266,0
graph_039_mu_0_2_node_521,1
graph_039_mu_0_2_node_506,0
graph_039_mu_0_2_node_507,1
graph_039_mu_0_2_node_461,0
graph_039_mu_0_2_node_66,1
graph_039_mu_0_2_node_625,1
graph_039_mu_0_2_node_830,0
graph_039_mu_0_2_node_480,0
graph_039_mu_0_2_node_943,0
graph_039_mu_0_2_node_819,1
graph_039_mu_0_2_node_142,1
graph_039_mu_0_2_node_829,0
graph_039_mu_0_2_node_586,0
graph_039_mu_0_2_node_163,0
graph_039_mu_0_2_node_48,0
graph_039_mu_0_2_node_158,0
graph_039_mu_0_2_node_591,0
graph_039_mu_0_2_node_626,1
graph_039_mu_0_2_node_247,0
graph_039_mu_0_2_node_79,1
graph_039_mu_0_2_node_463,1
graph_039_mu_0_2_node_657,1
graph_039_mu_0_2_node_130,0
graph_039_mu_0_2_node_876,1
graph_039_mu_0_2_node_834,0
graph_039_mu_0_2_node_170,1
graph_039_mu_0_2_node_515,0
graph_039_mu_0_2_node_50,1
graph_039_mu_0_2_node_212,0
graph_039_mu_0_2_node_753,1
graph_039_mu_0_2_node_858,0
graph_039_mu_0_2_node_468,0
graph_039_mu_0_2_node_380,0
graph_039_mu_0_2_node_476,1
graph_039_mu_0_2_node_40,1
graph_039_mu_0_2_node_492,0
graph_039_mu_0_2_node_608,1
graph_039_mu_0_2_node_248,1
graph_039_mu_0_2_node_98,0
graph_039_mu_0_2_node_557,0
graph_039_mu_0_2_node_564,0
graph_039_mu_0_2_node_412,1
graph_039_mu_0_2_node_735,1
graph_039_mu_0_2_node_447,0
graph_039_mu_0_2_node_582,1
graph_039_mu_0_2_node_543,0
graph_039_mu_0_2_node_382,0
graph_039_mu_0_2_node_882,0
graph_039_mu_0_2_node_589,1
graph_039_mu_0_2_node_112,0
graph_039_mu_0_2_node_143,1
graph_039_mu_0_2_node_774,0
graph_039_mu_0_2_node_794,0
graph_039_mu_0_2_node_362,0
graph_039_mu_0_2_node_182,0
graph_039_mu_0_2_node_398,0
graph_039_mu_0_2_node_260,0
graph_039_mu_0_2_node_789,0
graph_039_mu_0_2_node_760,0
graph_039_mu_0_2_node_866,1
graph_039_mu_0_2_node_770,0
graph_039_mu_0_2_node_107,1
graph_039_mu_0_2_node_386,1
graph_039_mu_0_2_node_729,0
graph_039_mu_0_2_node_488,0
graph_039_mu_0_2_node_500,0
graph_039_mu_0_2_node_616,0
graph_039_mu_0_2_node_663,0
graph_039_mu_0_2_node_609,1
graph_039_mu_0_2_node_692,0
graph_039_mu_0_2_node_80,1
graph_039_mu_0_2_node_74,0
graph_039_mu_0_2_node_987,0
graph_039_mu_0_2_node_147,1
graph_039_mu_0_2_node_184,0
graph_039_mu_0_2_node_520,1
graph_039_mu_0_2_node_290,1
graph_039_mu_0_2_node_574,0
graph_039_mu_0_2_node_653,0
graph_039_mu_0_2_node_695,1
