,Stability
graph_048_mu_0_2_node_648,1
graph_048_mu_0_2_node_174,1
graph_048_mu_0_2_node_595,1
graph_048_mu_0_2_node_741,1
graph_048_mu_0_2_node_704,1
graph_048_mu_0_2_node_278,1
graph_048_mu_0_2_node_769,0
graph_048_mu_0_2_node_854,0
graph_048_mu_0_2_node_725,0
graph_048_mu_0_2_node_305,0
graph_048_mu_0_2_node_625,0
graph_048_mu_0_2_node_640,0
graph_048_mu_0_2_node_802,0
graph_048_mu_0_2_node_526,0
graph_048_mu_0_2_node_662,0
graph_048_mu_0_2_node_997,1
graph_048_mu_0_2_node_541,0
graph_048_mu_0_2_node_113,1
graph_048_mu_0_2_node_660,1
graph_048_mu_0_2_node_891,1
graph_048_mu_0_2_node_244,0
graph_048_mu_0_2_node_3,0
graph_048_mu_0_2_node_717,0
graph_048_mu_0_2_node_858,0
graph_048_mu_0_2_node_124,0
graph_048_mu_0_2_node_596,0
graph_048_mu_0_2_node_873,1
graph_048_mu_0_2_node_97,0
graph_048_mu_0_2_node_993,0
graph_048_mu_0_2_node_520,1
graph_048_mu_0_2_node_602,1
graph_048_mu_0_2_node_120,0
graph_048_mu_0_2_node_871,0
graph_048_mu_0_2_node_589,1
graph_048_mu_0_2_node_600,1
graph_048_mu_0_2_node_893,1
graph_048_mu_0_2_node_842,0
graph_048_mu_0_2_node_426,0
graph_048_mu_0_2_node_981,1
graph_048_mu_0_2_node_613,1
graph_048_mu_0_2_node_282,0
graph_048_mu_0_2_node_809,0
graph_048_mu_0_2_node_366,1
graph_048_mu_0_2_node_851,0
graph_048_mu_0_2_node_633,0
graph_048_mu_0_2_node_104,1
graph_048_mu_0_2_node_395,0
graph_048_mu_0_2_node_45,1
graph_048_mu_0_2_node_361,1
graph_048_mu_0_2_node_979,1
graph_048_mu_0_2_node_400,1
graph_048_mu_0_2_node_796,1
graph_048_mu_0_2_node_904,1
graph_048_mu_0_2_node_257,0
graph_048_mu_0_2_node_439,0
graph_048_mu_0_2_node_479,1
graph_048_mu_0_2_node_970,0
graph_048_mu_0_2_node_325,1
graph_048_mu_0_2_node_672,0
graph_048_mu_0_2_node_462,0
graph_048_mu_0_2_node_38,0
graph_048_mu_0_2_node_780,0
graph_048_mu_0_2_node_508,0
graph_048_mu_0_2_node_69,1
graph_048_mu_0_2_node_41,0
graph_048_mu_0_2_node_31,0
graph_048_mu_0_2_node_161,0
graph_048_mu_0_2_node_210,0
graph_048_mu_0_2_node_519,1
graph_048_mu_0_2_node_280,0
graph_048_mu_0_2_node_405,0
graph_048_mu_0_2_node_671,1
graph_048_mu_0_2_node_776,1
graph_048_mu_0_2_node_510,1
graph_048_mu_0_2_node_24,1
graph_048_mu_0_2_node_856,0
graph_048_mu_0_2_node_698,1
graph_048_mu_0_2_node_830,1
graph_048_mu_0_2_node_737,0
graph_048_mu_0_2_node_467,0
graph_048_mu_0_2_node_5,0
graph_048_mu_0_2_node_708,0
graph_048_mu_0_2_node_834,0
graph_048_mu_0_2_node_240,1
graph_048_mu_0_2_node_760,0
graph_048_mu_0_2_node_669,0
graph_048_mu_0_2_node_892,0
graph_048_mu_0_2_node_23,0
graph_048_mu_0_2_node_167,1
graph_048_mu_0_2_node_144,0
graph_048_mu_0_2_node_64,0
graph_048_mu_0_2_node_984,1
graph_048_mu_0_2_node_205,1
graph_048_mu_0_2_node_986,1
graph_048_mu_0_2_node_317,0
graph_048_mu_0_2_node_706,1
graph_048_mu_0_2_node_953,1
graph_048_mu_0_2_node_153,0
graph_048_mu_0_2_node_353,1
graph_048_mu_0_2_node_903,0
graph_048_mu_0_2_node_430,1
graph_048_mu_0_2_node_758,0
graph_048_mu_0_2_node_542,0
graph_048_mu_0_2_node_368,1
graph_048_mu_0_2_node_545,0
graph_048_mu_0_2_node_588,1
graph_048_mu_0_2_node_459,1
graph_048_mu_0_2_node_277,0
graph_048_mu_0_2_node_628,0
graph_048_mu_0_2_node_980,1
graph_048_mu_0_2_node_563,0
graph_048_mu_0_2_node_497,1
graph_048_mu_0_2_node_967,1
graph_048_mu_0_2_node_815,0
graph_048_mu_0_2_node_514,0
graph_048_mu_0_2_node_321,0
graph_048_mu_0_2_node_884,1
graph_048_mu_0_2_node_593,0
graph_048_mu_0_2_node_771,1
graph_048_mu_0_2_node_570,0
graph_048_mu_0_2_node_963,1
graph_048_mu_0_2_node_346,1
graph_048_mu_0_2_node_86,1
graph_048_mu_0_2_node_732,1
graph_048_mu_0_2_node_553,0
graph_048_mu_0_2_node_402,0
graph_048_mu_0_2_node_228,0
graph_048_mu_0_2_node_687,1
graph_048_mu_0_2_node_626,0
graph_048_mu_0_2_node_403,0
graph_048_mu_0_2_node_728,1
graph_048_mu_0_2_node_347,1
graph_048_mu_0_2_node_343,0
graph_048_mu_0_2_node_470,0
graph_048_mu_0_2_node_175,1
graph_048_mu_0_2_node_424,1
graph_048_mu_0_2_node_26,0
graph_048_mu_0_2_node_749,1
graph_048_mu_0_2_node_614,1
graph_048_mu_0_2_node_585,1
graph_048_mu_0_2_node_312,1
graph_048_mu_0_2_node_202,0
graph_048_mu_0_2_node_142,1
graph_048_mu_0_2_node_154,0
graph_048_mu_0_2_node_375,0
graph_048_mu_0_2_node_913,1
graph_048_mu_0_2_node_449,1
graph_048_mu_0_2_node_525,1
graph_048_mu_0_2_node_96,1
graph_048_mu_0_2_node_469,1
graph_048_mu_0_2_node_731,0
graph_048_mu_0_2_node_978,1
graph_048_mu_0_2_node_309,0
graph_048_mu_0_2_node_29,0
graph_048_mu_0_2_node_129,0
graph_048_mu_0_2_node_72,1
graph_048_mu_0_2_node_837,1
graph_048_mu_0_2_node_178,0
graph_048_mu_0_2_node_767,1
graph_048_mu_0_2_node_844,0
graph_048_mu_0_2_node_30,0
graph_048_mu_0_2_node_696,0
graph_048_mu_0_2_node_548,1
graph_048_mu_0_2_node_820,0
graph_048_mu_0_2_node_703,0
graph_048_mu_0_2_node_60,1
graph_048_mu_0_2_node_859,0
graph_048_mu_0_2_node_374,0
graph_048_mu_0_2_node_924,0
graph_048_mu_0_2_node_336,0
graph_048_mu_0_2_node_697,1
graph_048_mu_0_2_node_836,1
graph_048_mu_0_2_node_279,0
graph_048_mu_0_2_node_455,1
graph_048_mu_0_2_node_198,0
graph_048_mu_0_2_node_33,0
graph_048_mu_0_2_node_160,0
graph_048_mu_0_2_node_233,1
graph_048_mu_0_2_node_971,0
graph_048_mu_0_2_node_34,1
graph_048_mu_0_2_node_84,1
graph_048_mu_0_2_node_391,0
graph_048_mu_0_2_node_252,1
graph_048_mu_0_2_node_320,1
graph_048_mu_0_2_node_818,0
graph_048_mu_0_2_node_547,0
graph_048_mu_0_2_node_501,0
graph_048_mu_0_2_node_723,0
graph_048_mu_0_2_node_11,1
graph_048_mu_0_2_node_663,0
graph_048_mu_0_2_node_190,0
graph_048_mu_0_2_node_235,1
graph_048_mu_0_2_node_166,1
graph_048_mu_0_2_node_428,0
graph_048_mu_0_2_node_44,0
graph_048_mu_0_2_node_808,0
graph_048_mu_0_2_node_801,0
graph_048_mu_0_2_node_447,0
graph_048_mu_0_2_node_121,0
graph_048_mu_0_2_node_582,1
graph_048_mu_0_2_node_494,0
graph_048_mu_0_2_node_581,1
graph_048_mu_0_2_node_677,0
graph_048_mu_0_2_node_213,0
graph_048_mu_0_2_node_387,1
graph_048_mu_0_2_node_217,0
graph_048_mu_0_2_node_702,1
graph_048_mu_0_2_node_474,0
graph_048_mu_0_2_node_988,0
graph_048_mu_0_2_node_712,0
graph_048_mu_0_2_node_189,1
graph_048_mu_0_2_node_607,0
graph_048_mu_0_2_node_914,0
graph_048_mu_0_2_node_207,0
graph_048_mu_0_2_node_798,1
graph_048_mu_0_2_node_556,0
graph_048_mu_0_2_node_311,0
graph_048_mu_0_2_node_947,1
graph_048_mu_0_2_node_616,0
graph_048_mu_0_2_node_755,1
graph_048_mu_0_2_node_944,0
graph_048_mu_0_2_node_13,1
graph_048_mu_0_2_node_0,1
graph_048_mu_0_2_node_67,0
graph_048_mu_0_2_node_658,0
graph_048_mu_0_2_node_415,0
graph_048_mu_0_2_node_897,0
graph_048_mu_0_2_node_331,0
graph_048_mu_0_2_node_177,1
graph_048_mu_0_2_node_930,0
graph_048_mu_0_2_node_473,0
graph_048_mu_0_2_node_975,1
graph_048_mu_0_2_node_480,1
graph_048_mu_0_2_node_310,1
graph_048_mu_0_2_node_516,1
graph_048_mu_0_2_node_518,1
graph_048_mu_0_2_node_976,1
graph_048_mu_0_2_node_966,0
graph_048_mu_0_2_node_140,0
graph_048_mu_0_2_node_886,0
graph_048_mu_0_2_node_693,1
graph_048_mu_0_2_node_443,1
graph_048_mu_0_2_node_118,0
graph_048_mu_0_2_node_985,0
graph_048_mu_0_2_node_236,1
graph_048_mu_0_2_node_689,0
graph_048_mu_0_2_node_591,1
graph_048_mu_0_2_node_37,1
graph_048_mu_0_2_node_811,1
graph_048_mu_0_2_node_554,0
graph_048_mu_0_2_node_28,0
graph_048_mu_0_2_node_345,1
graph_048_mu_0_2_node_736,1
graph_048_mu_0_2_node_879,1
graph_048_mu_0_2_node_10,1
graph_048_mu_0_2_node_107,1
graph_048_mu_0_2_node_434,0
