,Stability
graph_011_mu_0_2_node_68,0
graph_011_mu_0_2_node_188,1
graph_011_mu_0_2_node_129,1
graph_011_mu_0_2_node_994,1
graph_011_mu_0_2_node_359,0
graph_011_mu_0_2_node_120,0
graph_011_mu_0_2_node_598,1
graph_011_mu_0_2_node_667,1
graph_011_mu_0_2_node_964,1
graph_011_mu_0_2_node_901,1
graph_011_mu_0_2_node_181,1
graph_011_mu_0_2_node_640,1
graph_011_mu_0_2_node_769,0
graph_011_mu_0_2_node_715,0
graph_011_mu_0_2_node_584,0
graph_011_mu_0_2_node_889,1
graph_011_mu_0_2_node_474,1
graph_011_mu_0_2_node_91,0
graph_011_mu_0_2_node_86,0
graph_011_mu_0_2_node_734,1
graph_011_mu_0_2_node_662,0
graph_011_mu_0_2_node_879,1
graph_011_mu_0_2_node_105,0
graph_011_mu_0_2_node_890,0
graph_011_mu_0_2_node_216,0
graph_011_mu_0_2_node_833,1
graph_011_mu_0_2_node_373,0
graph_011_mu_0_2_node_295,1
graph_011_mu_0_2_node_113,0
graph_011_mu_0_2_node_429,0
graph_011_mu_0_2_node_265,0
graph_011_mu_0_2_node_34,0
graph_011_mu_0_2_node_979,0
graph_011_mu_0_2_node_201,0
graph_011_mu_0_2_node_519,1
graph_011_mu_0_2_node_227,1
graph_011_mu_0_2_node_538,1
graph_011_mu_0_2_node_338,0
graph_011_mu_0_2_node_24,0
graph_011_mu_0_2_node_162,0
graph_011_mu_0_2_node_553,1
graph_011_mu_0_2_node_985,0
graph_011_mu_0_2_node_49,1
graph_011_mu_0_2_node_54,1
graph_011_mu_0_2_node_773,1
graph_011_mu_0_2_node_137,0
graph_011_mu_0_2_node_296,0
graph_011_mu_0_2_node_35,1
graph_011_mu_0_2_node_444,1
graph_011_mu_0_2_node_896,1
graph_011_mu_0_2_node_596,0
graph_011_mu_0_2_node_98,0
graph_011_mu_0_2_node_990,1
graph_011_mu_0_2_node_13,0
graph_011_mu_0_2_node_839,0
graph_011_mu_0_2_node_573,0
graph_011_mu_0_2_node_321,0
graph_011_mu_0_2_node_913,0
graph_011_mu_0_2_node_370,1
graph_011_mu_0_2_node_956,0
graph_011_mu_0_2_node_919,0
graph_011_mu_0_2_node_590,0
graph_011_mu_0_2_node_571,0
graph_011_mu_0_2_node_793,0
graph_011_mu_0_2_node_8,0
graph_011_mu_0_2_node_240,0
graph_011_mu_0_2_node_981,0
graph_011_mu_0_2_node_611,1
graph_011_mu_0_2_node_121,1
graph_011_mu_0_2_node_87,1
graph_011_mu_0_2_node_651,0
graph_011_mu_0_2_node_895,0
graph_011_mu_0_2_node_755,1
graph_011_mu_0_2_node_650,1
graph_011_mu_0_2_node_278,1
graph_011_mu_0_2_node_233,0
graph_011_mu_0_2_node_746,0
graph_011_mu_0_2_node_302,0
graph_011_mu_0_2_node_806,0
graph_011_mu_0_2_node_921,0
graph_011_mu_0_2_node_973,1
graph_011_mu_0_2_node_764,0
graph_011_mu_0_2_node_294,0
graph_011_mu_0_2_node_929,0
graph_011_mu_0_2_node_946,1
graph_011_mu_0_2_node_478,1
graph_011_mu_0_2_node_707,0
graph_011_mu_0_2_node_771,1
graph_011_mu_0_2_node_539,1
graph_011_mu_0_2_node_362,0
graph_011_mu_0_2_node_726,1
graph_011_mu_0_2_node_711,1
graph_011_mu_0_2_node_435,1
graph_011_mu_0_2_node_250,0
graph_011_mu_0_2_node_702,1
graph_011_mu_0_2_node_95,1
graph_011_mu_0_2_node_468,1
graph_011_mu_0_2_node_17,0
graph_011_mu_0_2_node_394,0
graph_011_mu_0_2_node_314,0
graph_011_mu_0_2_node_146,1
graph_011_mu_0_2_node_48,0
graph_011_mu_0_2_node_868,0
graph_011_mu_0_2_node_508,1
graph_011_mu_0_2_node_66,0
graph_011_mu_0_2_node_525,0
graph_011_mu_0_2_node_656,0
graph_011_mu_0_2_node_606,0
graph_011_mu_0_2_node_194,1
graph_011_mu_0_2_node_899,0
graph_011_mu_0_2_node_498,0
graph_011_mu_0_2_node_574,0
graph_011_mu_0_2_node_189,0
graph_011_mu_0_2_node_511,1
graph_011_mu_0_2_node_487,1
graph_011_mu_0_2_node_810,0
graph_011_mu_0_2_node_706,0
graph_011_mu_0_2_node_943,0
graph_011_mu_0_2_node_819,0
graph_011_mu_0_2_node_547,0
graph_011_mu_0_2_node_122,0
graph_011_mu_0_2_node_948,0
graph_011_mu_0_2_node_423,0
graph_011_mu_0_2_node_829,1
graph_011_mu_0_2_node_931,1
graph_011_mu_0_2_node_876,0
graph_011_mu_0_2_node_55,0
graph_011_mu_0_2_node_838,1
graph_011_mu_0_2_node_549,1
graph_011_mu_0_2_node_633,1
graph_011_mu_0_2_node_845,1
graph_011_mu_0_2_node_765,0
graph_011_mu_0_2_node_758,0
graph_011_mu_0_2_node_631,1
graph_011_mu_0_2_node_43,1
graph_011_mu_0_2_node_115,0
graph_011_mu_0_2_node_625,0
graph_011_mu_0_2_node_999,1
graph_011_mu_0_2_node_405,0
graph_011_mu_0_2_node_306,1
graph_011_mu_0_2_node_461,1
graph_011_mu_0_2_node_641,1
graph_011_mu_0_2_node_557,0
graph_011_mu_0_2_node_385,1
graph_011_mu_0_2_node_674,0
graph_011_mu_0_2_node_263,1
graph_011_mu_0_2_node_623,0
graph_011_mu_0_2_node_799,0
graph_011_mu_0_2_node_500,1
graph_011_mu_0_2_node_548,0
graph_011_mu_0_2_node_894,0
graph_011_mu_0_2_node_443,0
graph_011_mu_0_2_node_156,1
graph_011_mu_0_2_node_695,1
graph_011_mu_0_2_node_849,0
graph_011_mu_0_2_node_39,0
graph_011_mu_0_2_node_449,1
