,Stability
graph_0101_mu_0_2_node_368,1
graph_0101_mu_0_2_node_128,0
graph_0101_mu_0_2_node_858,0
graph_0101_mu_0_2_node_733,1
graph_0101_mu_0_2_node_213,1
graph_0101_mu_0_2_node_774,1
graph_0101_mu_0_2_node_585,0
graph_0101_mu_0_2_node_867,0
graph_0101_mu_0_2_node_426,1
graph_0101_mu_0_2_node_598,1
graph_0101_mu_0_2_node_657,0
graph_0101_mu_0_2_node_231,1
graph_0101_mu_0_2_node_710,0
graph_0101_mu_0_2_node_885,1
graph_0101_mu_0_2_node_524,0
graph_0101_mu_0_2_node_539,0
graph_0101_mu_0_2_node_288,0
graph_0101_mu_0_2_node_977,0
graph_0101_mu_0_2_node_99,0
graph_0101_mu_0_2_node_388,1
graph_0101_mu_0_2_node_437,1
graph_0101_mu_0_2_node_13,0
graph_0101_mu_0_2_node_491,1
graph_0101_mu_0_2_node_990,1
graph_0101_mu_0_2_node_482,0
graph_0101_mu_0_2_node_66,1
graph_0101_mu_0_2_node_147,1
graph_0101_mu_0_2_node_264,0
graph_0101_mu_0_2_node_430,1
graph_0101_mu_0_2_node_10,1
graph_0101_mu_0_2_node_861,0
graph_0101_mu_0_2_node_784,1
graph_0101_mu_0_2_node_453,1
graph_0101_mu_0_2_node_454,1
graph_0101_mu_0_2_node_690,1
graph_0101_mu_0_2_node_936,0
graph_0101_mu_0_2_node_639,1
graph_0101_mu_0_2_node_125,0
graph_0101_mu_0_2_node_195,0
graph_0101_mu_0_2_node_973,1
graph_0101_mu_0_2_node_905,0
graph_0101_mu_0_2_node_86,0
graph_0101_mu_0_2_node_556,0
graph_0101_mu_0_2_node_974,0
graph_0101_mu_0_2_node_150,1
graph_0101_mu_0_2_node_523,1
graph_0101_mu_0_2_node_912,0
graph_0101_mu_0_2_node_216,1
graph_0101_mu_0_2_node_229,1
graph_0101_mu_0_2_node_422,0
graph_0101_mu_0_2_node_631,0
graph_0101_mu_0_2_node_836,0
graph_0101_mu_0_2_node_850,1
graph_0101_mu_0_2_node_397,1
graph_0101_mu_0_2_node_137,0
graph_0101_mu_0_2_node_590,0
graph_0101_mu_0_2_node_577,1
graph_0101_mu_0_2_node_4,0
graph_0101_mu_0_2_node_483,0
graph_0101_mu_0_2_node_122,1
graph_0101_mu_0_2_node_851,0
graph_0101_mu_0_2_node_208,0
graph_0101_mu_0_2_node_979,0
graph_0101_mu_0_2_node_116,1
graph_0101_mu_0_2_node_275,0
graph_0101_mu_0_2_node_779,0
graph_0101_mu_0_2_node_809,1
graph_0101_mu_0_2_node_857,0
graph_0101_mu_0_2_node_359,0
graph_0101_mu_0_2_node_114,1
graph_0101_mu_0_2_node_992,1
graph_0101_mu_0_2_node_879,1
graph_0101_mu_0_2_node_362,0
graph_0101_mu_0_2_node_665,0
graph_0101_mu_0_2_node_982,0
graph_0101_mu_0_2_node_506,0
graph_0101_mu_0_2_node_214,1
graph_0101_mu_0_2_node_548,0
graph_0101_mu_0_2_node_651,1
graph_0101_mu_0_2_node_284,0
graph_0101_mu_0_2_node_635,0
graph_0101_mu_0_2_node_81,1
graph_0101_mu_0_2_node_497,0
graph_0101_mu_0_2_node_632,1
graph_0101_mu_0_2_node_338,1
graph_0101_mu_0_2_node_770,0
graph_0101_mu_0_2_node_376,0
graph_0101_mu_0_2_node_113,1
graph_0101_mu_0_2_node_282,0
