,Stability
graph_0120_mu_0_2_node_308,0
graph_0120_mu_0_2_node_894,0
graph_0120_mu_0_2_node_481,0
graph_0120_mu_0_2_node_687,0
graph_0120_mu_0_2_node_561,1
graph_0120_mu_0_2_node_312,1
graph_0120_mu_0_2_node_682,1
graph_0120_mu_0_2_node_520,0
graph_0120_mu_0_2_node_835,1
graph_0120_mu_0_2_node_331,0
graph_0120_mu_0_2_node_628,0
graph_0120_mu_0_2_node_917,0
graph_0120_mu_0_2_node_673,0
graph_0120_mu_0_2_node_536,0
graph_0120_mu_0_2_node_268,0
graph_0120_mu_0_2_node_287,1
graph_0120_mu_0_2_node_390,0
graph_0120_mu_0_2_node_626,0
graph_0120_mu_0_2_node_515,1
graph_0120_mu_0_2_node_323,0
graph_0120_mu_0_2_node_921,1
graph_0120_mu_0_2_node_252,1
graph_0120_mu_0_2_node_180,0
graph_0120_mu_0_2_node_521,0
graph_0120_mu_0_2_node_219,0
graph_0120_mu_0_2_node_816,0
graph_0120_mu_0_2_node_265,1
graph_0120_mu_0_2_node_778,0
graph_0120_mu_0_2_node_602,0
graph_0120_mu_0_2_node_453,1
graph_0120_mu_0_2_node_643,0
graph_0120_mu_0_2_node_67,1
graph_0120_mu_0_2_node_944,0
graph_0120_mu_0_2_node_867,1
graph_0120_mu_0_2_node_68,0
graph_0120_mu_0_2_node_9,0
graph_0120_mu_0_2_node_897,1
graph_0120_mu_0_2_node_934,1
graph_0120_mu_0_2_node_764,1
graph_0120_mu_0_2_node_242,0
graph_0120_mu_0_2_node_839,0
graph_0120_mu_0_2_node_841,1
graph_0120_mu_0_2_node_876,0
graph_0120_mu_0_2_node_680,0
graph_0120_mu_0_2_node_313,0
graph_0120_mu_0_2_node_440,0
graph_0120_mu_0_2_node_379,1
graph_0120_mu_0_2_node_615,0
graph_0120_mu_0_2_node_187,1
graph_0120_mu_0_2_node_759,0
graph_0120_mu_0_2_node_906,1
graph_0120_mu_0_2_node_959,1
graph_0120_mu_0_2_node_831,0
graph_0120_mu_0_2_node_875,0
graph_0120_mu_0_2_node_391,1
graph_0120_mu_0_2_node_0,0
graph_0120_mu_0_2_node_594,0
graph_0120_mu_0_2_node_157,1
graph_0120_mu_0_2_node_185,1
graph_0120_mu_0_2_node_491,1
graph_0120_mu_0_2_node_953,1
graph_0120_mu_0_2_node_646,1
graph_0120_mu_0_2_node_600,1
graph_0120_mu_0_2_node_766,1
graph_0120_mu_0_2_node_960,1
graph_0120_mu_0_2_node_749,1
graph_0120_mu_0_2_node_842,1
graph_0120_mu_0_2_node_937,0
graph_0120_mu_0_2_node_477,0
graph_0120_mu_0_2_node_997,0
graph_0120_mu_0_2_node_356,1
graph_0120_mu_0_2_node_606,1
graph_0120_mu_0_2_node_545,0
graph_0120_mu_0_2_node_671,0
graph_0120_mu_0_2_node_82,0
graph_0120_mu_0_2_node_295,1
graph_0120_mu_0_2_node_104,1
graph_0120_mu_0_2_node_506,1
graph_0120_mu_0_2_node_195,0
graph_0120_mu_0_2_node_61,0
graph_0120_mu_0_2_node_316,1
graph_0120_mu_0_2_node_227,0
graph_0120_mu_0_2_node_131,1
graph_0120_mu_0_2_node_476,0
graph_0120_mu_0_2_node_554,0
graph_0120_mu_0_2_node_707,1
graph_0120_mu_0_2_node_346,1
graph_0120_mu_0_2_node_15,1
graph_0120_mu_0_2_node_558,0
graph_0120_mu_0_2_node_555,0
graph_0120_mu_0_2_node_684,0
graph_0120_mu_0_2_node_294,1
graph_0120_mu_0_2_node_543,0
graph_0120_mu_0_2_node_435,0
graph_0120_mu_0_2_node_652,0
graph_0120_mu_0_2_node_248,0
graph_0120_mu_0_2_node_754,1
graph_0120_mu_0_2_node_51,1
graph_0120_mu_0_2_node_438,1
graph_0120_mu_0_2_node_938,0
graph_0120_mu_0_2_node_345,1
graph_0120_mu_0_2_node_4,0
graph_0120_mu_0_2_node_696,0
graph_0120_mu_0_2_node_92,0
graph_0120_mu_0_2_node_516,0
graph_0120_mu_0_2_node_278,0
graph_0120_mu_0_2_node_239,0
graph_0120_mu_0_2_node_205,0
graph_0120_mu_0_2_node_490,0
graph_0120_mu_0_2_node_946,0
graph_0120_mu_0_2_node_450,0
graph_0120_mu_0_2_node_874,1
graph_0120_mu_0_2_node_514,1
graph_0120_mu_0_2_node_354,0
graph_0120_mu_0_2_node_570,1
graph_0120_mu_0_2_node_565,0
graph_0120_mu_0_2_node_303,0
graph_0120_mu_0_2_node_577,0
graph_0120_mu_0_2_node_307,0
graph_0120_mu_0_2_node_329,0
graph_0120_mu_0_2_node_43,1
graph_0120_mu_0_2_node_275,1
graph_0120_mu_0_2_node_665,1
graph_0120_mu_0_2_node_430,0
graph_0120_mu_0_2_node_254,0
graph_0120_mu_0_2_node_299,0
graph_0120_mu_0_2_node_406,0
graph_0120_mu_0_2_node_264,1
graph_0120_mu_0_2_node_726,0
graph_0120_mu_0_2_node_556,0
graph_0120_mu_0_2_node_151,1
graph_0120_mu_0_2_node_661,1
graph_0120_mu_0_2_node_260,1
graph_0120_mu_0_2_node_774,1
graph_0120_mu_0_2_node_485,0
graph_0120_mu_0_2_node_301,0
graph_0120_mu_0_2_node_511,0
graph_0120_mu_0_2_node_462,0
graph_0120_mu_0_2_node_576,0
graph_0120_mu_0_2_node_815,1
graph_0120_mu_0_2_node_893,1
graph_0120_mu_0_2_node_72,0
