feature,n_graphs,mean_effect,std_effect,max_abs_effect,mean_abs_effect,min_effect,max_effect,q25,q50,q75
Expansion,120,-0.0003368254027741783,0.07787162898762674,0.4086609062980031,0.051577648152360815,-0.4086609062980031,0.2894779411764706,-0.03316031976744187,0.0,0.028368421052631584
Eigenvector,120,0.0002889124407960761,0.05881849477841228,0.33639010570639466,0.03929668557245867,-0.2522727272727272,0.33639010570639466,-0.025093753786501874,0.0,0.022462385255306937
Clustering Coefficient,120,6.457595567395929e-05,0.04035622141023701,0.27887581699346403,0.024427766493726844,-0.21416919191919195,0.27887581699346403,-0.013905144348968652,-0.0005000000000000004,0.011538461538461523
Triangle Participation,120,7.704712307718898e-05,0.04882049276098838,0.23995202020202022,0.031328539596045944,-0.23995202020202022,0.17252487562189053,-0.016000000000000004,0.0,0.015969387755102052
Cut Ratio,120,0.00017458045191370004,0.021266341834481603,0.17175970695970696,0.01155735363675797,-0.17175970695970696,0.1305260073260073,-0.004254236223361764,0.0,0.0061818181818181885
E In,120,0.0006263084742025847,0.03529856746642033,0.16750000000000004,0.02402219923224447,-0.16750000000000004,0.1605,-0.015111111111111113,-0.0008791666666666668,0.016115595684802995
Closeness,120,0.0001607788882512675,0.026806958868584578,0.15264864864864866,0.017955678962962022,-0.12993390538033395,0.15264864864864866,-0.013142857142857147,-0.0006415983553216796,0.011076923076923057
Shortest Path,120,-0.0005091728144274643,0.03099731717866701,0.1484864864864865,0.021416558672520267,-0.1275135135135135,0.1484864864864865,-0.015419941248794063,-0.0004,0.013152553073103923
E Out,120,0.00014934272231384327,0.020382089753875694,0.1476384024577573,0.011645449496305846,-0.1476384024577573,0.09946951176845387,-0.004222222222222226,0.0,0.0057238976036686
Betweenness,120,9.258952165227799e-05,0.01719633596069143,0.1354949494949495,0.010359935003544412,-0.1354949494949495,0.1299166604734281,-0.005714285714285714,0.0,0.005741521160106541
ODF,120,-0.000574945476117385,0.0233126213131388,0.12331338317097808,0.01690977905780403,-0.07584615384615383,0.12331338317097808,-0.01416666666666667,-0.0016666666666666692,0.010702657807308977
Degree,120,0.0001040962969804141,0.015152483865833963,0.10799999999999998,0.009569772841606504,-0.05188113775113777,0.10799999999999998,-0.006686733914940017,0.0,0.005762024732294574
Conductance,120,-0.0006144410094077592,0.02231783614906974,0.10357936507936508,0.01670191951678553,-0.07158008685071153,0.10357936507936508,-0.014559664452811538,-0.0017425000000000003,0.011135540775014455
Normalised Cut,120,-0.000560949195125154,0.021273549343285014,0.1030112452517513,0.015093416761052933,-0.08305781225159188,0.1030112452517513,-0.011538461538461537,-0.0016436728738187833,0.00882167609618105
E In Over E Out,120,0.0002807516651806441,0.017467490397778417,0.07494736842105264,0.012532765782691016,-0.05558837920489298,0.07494736842105264,-0.010311328627734883,-0.0005714285714285719,0.00860700361920469
