,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut,Triangle Participation
graph_055_mu_0_4_node_0,34,0.1028225806451613,0.0019241871917919319,0.4104354971240756,2.4364364364364364,0.033726090932499043,16.102,17.898,0.9006952380952384,0.5264117647058824,0.8089129130371786,0.01834773281565108,0.3573135601784659,0.35796768571438287,0.6782060654765696
graph_055_mu_0_4_node_1,34,0.11586452762923351,0.0020921983467426307,0.4138359569179785,2.4164164164164164,0.03523047583564366,13.657,20.343,0.6742042397660818,0.5983235294117646,0.4891226461697223,0.021257688208896217,0.42723171761827666,0.42797500057077936,0.3255072932963283
graph_055_mu_0_4_node_2,26,0.16307692307692306,0.0010964536253577585,0.40104375752709753,2.4934934934934936,0.029504176092657448,11.908,14.092,0.8499099567099567,0.5419999999999999,0.3471917830224189,0.014741224370473005,0.3721670610276514,0.37268199954082504,0.2878692089910878
graph_055_mu_0_4_node_3,39,0.0990990990990991,0.0026099750595105927,0.4206315789473684,2.3773773773773774,0.036718389609607716,16.821,22.179,0.7591614178727452,0.5686923076923076,0.5445769863919444,0.023202736380340084,0.3974165098735895,0.3982270106091273,0.38369863165907403
graph_055_mu_0_4_node_4,22,0.05627705627705628,0.0010220771165054805,0.39753282928770395,2.5155155155155153,0.025170584631544493,6.29,15.71,0.4018774725274725,0.714090909090909,0.3935151368032331,0.016398939394086987,0.5557880939138724,0.5563618876348999,0.14988294015865414
graph_055_mu_0_4_node_5,53,0.14745098039215687,0.004204658010436267,0.43624454148471614,2.2922922922922924,0.06266214896204368,29.116,23.884,1.219705688876341,0.4506415094339622,0.7140005655475974,0.02474406127962583,0.2908858490650734,0.29175938747030283,0.8378792285534562
graph_055_mu_0_4_node_6,35,0.11742424242424243,0.0021243962661513494,0.4183417085427136,2.3903903903903903,0.03427391039556336,15.996,19.004,0.8454488519091845,0.5429714285714285,0.44677088186016134,0.019910633051439794,0.3730136621137732,0.37370817354843505,0.34510646223942476
graph_055_mu_0_4_node_7,29,0.07635467980295567,0.001790227678873893,0.41263940520446096,2.4234234234234235,0.03125210540194124,12.25,16.75,0.7362764316050306,0.5775862068965518,0.453832843345123,0.01744547332865517,0.40663737414771484,0.40724939431870205,0.3264856155675626
graph_055_mu_0_4_node_8,22,0.1038961038961039,0.000874482797111364,0.3940828402366864,2.5375375375375375,0.022881732769034248,9.145,12.855,0.7135769230769229,0.5843181818181818,0.4106247480985705,0.013293936592965344,0.4130094086021504,0.4134790729814815,0.28701509047698426
graph_055_mu_0_4_node_9,35,0.1226890756302521,0.002219715097187625,0.41555740432612315,2.4064064064064064,0.03474668241262596,16.336,18.664,0.8780244238046093,0.5332571428571428,0.4723659457823505,0.019491938942005224,0.3637964823539186,0.3644785945896759,0.4056422968983457
