,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut,Triangle Participation
graph_073_mu_0_3_node_0,57,0.12794612794612795,0.0036179970362124657,0.4574175824175824,2.186186186186186,0.032523099696831384,34.0,23.0,1.4782608695652175,0.40350877192982454,0.5,0.024109014675052408,0.25274725274725274,0.2534774810229616,0.7173913043478262
graph_073_mu_0_3_node_1,21,0.19298245614035087,0.00042500094817423106,0.3940828402366864,2.5375375375375375,0.012531607836420629,13.0,8.0,1.625,0.3809523809523811,0.5,0.008130081300813009,0.23529411764705885,0.23554789254872108,0.75
graph_073_mu_0_3_node_2,27,0.1168091168091168,0.0007318124409543907,0.39423835832675613,2.5365365365365364,0.012247114425530167,18.0,9.0,2.0,0.33333333333333326,0.1836734693877551,0.009463722397476339,0.20000000000000004,0.20028557829604943,0.3673469387755102
graph_073_mu_0_3_node_3,30,0.19540229885057472,0.0009318829590549012,0.40925850061450225,2.4434434434434436,0.016769931353892546,19.0,11.0,1.7272727272727268,0.3666666666666666,0.20000000000000004,0.011640211640211645,0.22448979591836735,0.22483883605798344,0.3454545454545456
graph_073_mu_0_3_node_4,20,0.14210526315789473,0.000449305387976892,0.4276541095890411,2.3383383383383385,0.02033645050857755,9.0,11.0,0.8181818181818182,0.5499999999999999,0.12222222222222222,0.012087912087912092,0.3793103448275863,0.37965916360037816,0.10000000000000002
graph_073_mu_0_3_node_5,21,0.12380952380952381,0.0003924503611060836,0.38977760436987907,2.5655655655655654,0.012347699170331145,14.0,7.0,2.0,0.33333333333333326,0.07777777777777775,0.007692307692307694,0.20000000000000004,0.2002220741727738,0.1444444444444444
graph_073_mu_0_3_node_6,19,0.125,0.00037985753178858516,0.3786959818043973,2.640640640640641,0.008802779829013391,11.0,8.0,1.375,0.4210526315789473,0.4705882352941177,0.008138351983723298,0.2666666666666666,0.266920409371564,0.5882352941176471
graph_073_mu_0_3_node_7,27,0.19373219373219372,0.0008245533185800402,0.4060975609756098,2.4624624624624625,0.01667672391095844,14.0,13.0,1.0769230769230769,0.4814814814814816,0.4814814814814816,0.01336073997944501,0.3170731707317073,0.3174855157058564,0.5185185185185184
graph_073_mu_0_3_node_8,23,0.04743083003952569,0.0007460682119739975,0.38962558502340094,2.5665665665665665,0.011695900941368907,8.0,15.0,0.5333333333333332,0.6521739130434784,0.8823529411764709,0.015259409969481184,0.4838709677419357,0.4843465392203285,0.4705882352941177
graph_073_mu_0_3_node_9,37,0.12162162162162163,0.0012249746009152039,0.46357308584686774,2.1571571571571573,0.04300247127689356,22.0,15.0,1.4666666666666663,0.4054054054054053,0.07894736842105264,0.018518518518518517,0.2542372881355933,0.2547132821698014,0.1157894736842105
graph_073_mu_0_3_node_10,30,0.15172413793103448,0.0008166688243874792,0.4095940959409594,2.4414414414414414,0.016892552023017742,16.0,14.0,1.1428571428571423,0.46666666666666673,0.25454545454545446,0.014814814814814812,0.3043478260869565,0.30479193216486544,0.29090909090909095
graph_073_mu_0_3_node_11,54,0.143256464011181,0.0025255000191252773,0.4416445623342175,2.264264264264264,0.031388569586704156,34.0,20.0,1.6999999999999995,0.37037037037037035,0.35714285714285704,0.021186440677966104,0.22727272727272718,0.2279077688679517,0.6071428571428571
graph_073_mu_0_3_node_12,29,0.1111111111111111,0.0011211791764743943,0.43359375,2.3063063063063063,0.024515335899049577,11.0,18.0,0.6111111111111108,0.6206896551724139,1.125,0.018292682926829264,0.4500000000000001,0.4505707400596108,0.625
graph_073_mu_0_3_node_13,19,0.06432748538011696,0.0006146525749493149,0.3920722135007849,2.5505505505505504,0.010192503828279983,7.0,12.0,0.5833333333333334,0.6315789473684211,0.8000000000000002,0.01218274111675127,0.4615384615384616,0.4619189307838641,0.46666666666666673
graph_073_mu_0_3_node_14,74,0.12441314553990611,0.005165043995931919,0.4618585298196949,2.165165165165165,0.03710299144832745,48.0,26.0,1.8461538461538465,0.3513513513513515,0.4727272727272728,0.027513227513227507,0.21311475409836064,0.21394088526257005,0.8545454545454547
graph_073_mu_0_3_node_15,25,0.07,0.0008780190815007856,0.4104354971240756,2.4364364364364364,0.01437872403251156,8.0,17.0,0.4705882352941177,0.6799999999999998,0.8947368421052634,0.01732925586136596,0.5151515151515154,0.5156904619859952,0.4210526315789473
graph_073_mu_0_3_node_16,30,0.17989417989417988,0.0006812644061219111,0.43359375,2.3063063063063063,0.031961928466284685,21.0,9.0,2.3333333333333335,0.2999999999999999,0.05263157894736841,0.010856453558504222,0.17647058823529405,0.17675622091167226,0.11695906432748537
graph_073_mu_0_3_node_17,17,0.11029411764705882,0.00044478100598672945,0.3671444321940463,2.7237237237237237,0.004875164304421527,9.0,8.0,1.125,0.4705882352941177,0.5333333333333332,0.008121827411167511,0.3076923076923076,0.3079460182086086,0.5999999999999998
graph_073_mu_0_3_node_18,47,0.09528214616096208,0.0021049799570568,0.44818304172274565,2.2312312312312312,0.03911493217409347,32.0,15.0,2.133333333333333,0.3191489361702127,0.08771929824561406,0.01809408926417371,0.18987341772151906,0.1903497140413361,0.18713450292397657
graph_073_mu_0_3_node_19,45,0.15171650055370986,0.0017151318028807417,0.4227676682183665,2.3653653653653652,0.02164038490764289,31.0,14.0,2.2142857142857153,0.311111111111111,0.2258064516129031,0.014925373134328353,0.18421052631578944,0.18465505543244656,0.4838709677419357
graph_073_mu_0_3_node_20,24,0.1341991341991342,0.0005934141364907768,0.3882627283326856,2.5755755755755754,0.010340441514955064,13.0,11.0,1.1818181818181819,0.4583333333333332,0.6875,0.011178861788617886,0.29729729729729737,0.29764620458311586,0.75
graph_073_mu_0_3_node_21,24,0.1471861471861472,0.0007668894317511956,0.4104354971240756,2.4364364364364364,0.018116236978606304,11.0,13.0,0.8461538461538461,0.5416666666666667,0.722222222222222,0.013238289205702643,0.37142857142857155,0.3718408379430167,0.5555555555555556
graph_073_mu_0_3_node_22,23,0.1225296442687747,0.0006560317206494834,0.38886726352666406,2.5715715715715715,0.011096100393220325,10.0,13.0,0.7692307692307695,0.5652173913043478,0.8125,0.013211382113821137,0.39393939393939387,0.39435163430723913,0.625
graph_073_mu_0_3_node_23,16,0.04395604395604396,0.00029511545005485464,0.384526558891455,2.6006006006006004,0.008864075283153989,7.0,9.0,0.777777777777778,0.5625,0.5294117647058824,0.00915564598168871,0.3913043478260869,0.3915897269046296,0.3529411764705881
graph_073_mu_0_3_node_24,21,0.06432748538011696,0.0006401133316943922,0.39377217185652347,2.5395395395395397,0.010124083668215707,9.0,12.0,0.75,0.5714285714285712,0.7058823529411762,0.012207527975584944,0.4000000000000001,0.40038051750380527,0.4705882352941177
graph_073_mu_0_3_node_25,31,0.1913978494623656,0.0007724723828447599,0.44778126400717166,2.2332332332332334,0.043075779002667854,20.0,11.0,1.8181818181818175,0.3548387096774193,0.05789473684210525,0.01358024691358025,0.21568627450980402,0.21603533680155662,0.10526315789473682
graph_073_mu_0_3_node_26,19,0.1286549707602339,0.00048142067846752937,0.3837879369957741,2.6056056056056054,0.008532212579234684,9.0,10.0,0.9000000000000002,0.5263157894736842,0.625,0.010162601626016262,0.35714285714285704,0.35745997517418826,0.5625
graph_073_mu_0_3_node_27,29,0.09359605911330049,0.001150867883632714,0.4185169669040637,2.3893893893893896,0.017031656174782913,14.0,15.0,0.9333333333333335,0.5172413793103449,0.3061224489795918,0.015772870662460574,0.34883720930232553,0.34931296178416776,0.2857142857142856
graph_073_mu_0_3_node_28,47,0.12303422756706753,0.001931591446683777,0.4502027940513745,2.2212212212212212,0.03929093802496119,33.0,14.0,2.3571428571428568,0.297872340425532,0.08187134502923979,0.01688781664656213,0.17499999999999996,0.17544458558272463,0.1929824561403509
graph_073_mu_0_3_node_29,17,0.11764705882352941,0.00040700023370872503,0.390539483971853,2.5605605605605604,0.011173718259109027,9.0,8.0,1.125,0.4705882352941177,0.08888888888888885,0.008791208791208788,0.3076923076923076,0.3079460182086086,0.08888888888888885
