feature,n_graphs,mean_effect,std_effect,max_abs_effect,mean_abs_effect,min_effect,max_effect,q25,q50,q75
Eigenvector,120,3.814940398935991e-05,0.11765091309177556,0.42514787092481704,0.09486719116269121,-0.3821299068529607,0.42514787092481704,-0.08120002208675678,-0.005340808416389826,0.08134556514913657
Triangle Participation,120,-1.5256905572244919e-05,0.13776226300763642,0.40379551820728293,0.11677114571368645,-0.32879393939393936,0.40379551820728293,-0.11032472118277203,-0.029051422764227616,0.1059900745375198
Expansion,120,4.282951516626468e-05,0.06528228431181594,0.29261212121212116,0.04766968526625626,-0.2242411214953271,0.29261212121212116,-0.033038340336134446,-0.0005723491636798113,0.033420458221024255
Clustering Coefficient,120,5.445338342174679e-05,0.08136408600560913,0.27094025157232704,0.06671021932407531,-0.19069253490870033,0.27094025157232704,-0.059043861197282256,-0.017353707285622175,0.05643667217013645
Betweenness,120,-2.8228124732283145e-05,0.03792489773496931,0.14618945442448436,0.029257336994101137,-0.14618945442448436,0.1337046831955923,-0.021723672816265062,-0.0004444444444444449,0.023574324324324335
Cut Ratio,120,-8.453000653242786e-07,0.029528820067837407,0.1365,0.02125645169002569,-0.11073935462408514,0.1365,-0.014326999989981264,0.0002486727117418983,0.015927523809523808
Shortest Path,120,-0.00016935854190560442,0.02550109779963831,0.13287407926133413,0.018311807377851663,-0.08989159420289854,0.13287407926133413,-0.013626062786276028,-0.0007610362489021275,0.012324905183312281
Closeness,120,4.976073594843405e-05,0.024491868249921077,0.11634238095238096,0.017872421692385287,-0.0978596068056852,0.11634238095238096,-0.013785386319107248,-0.00117757859291136,0.012257904977429741
E In,120,-6.663516100137272e-05,0.027372051950736307,0.11387109115103126,0.020915607761407516,-0.11387109115103126,0.09770705882352942,-0.016608695960311833,-0.0002585081585081507,0.014789920644619411
E Out,120,-6.924935719232229e-06,0.01829733855344086,0.09639270137961725,0.012883943992388102,-0.09639270137961725,0.08188,-0.008699999999999994,9.929078014184797e-05,0.009236714285714286
Normalised Cut,120,-6.616992943741555e-05,0.019002116813842663,0.08953599033816424,0.014116100955665853,-0.07876969696969695,0.08953599033816424,-0.011001918163726337,-0.0016017901413438985,0.009459811253561259
Conductance,120,-8.26663433214325e-05,0.022416817468647612,0.08567878787878788,0.017064347583984833,-0.08567878787878788,0.076980193236715,-0.013862573099415203,-0.0022420937840785123,0.012475000000000007
Degree,120,-0.00024189776103624694,0.0200623869191871,0.07915364931019135,0.015080371345566501,-0.07278595818685639,0.07915364931019135,-0.011507214837467496,-0.0003140625000000066,0.011463260921831772
ODF,120,-3.667306028671211e-05,0.014501787898955029,0.07261797101449276,0.011002191356553665,-0.053357264957264956,0.07261797101449276,-0.008712508235998801,-0.0009948717948718004,0.008173173832639848
E In Over E Out,120,-3.809166500336939e-05,0.015805667456641106,0.06557403273809524,0.011912236452542255,-0.059528052805280535,0.06557403273809524,-0.008841921282607256,0.0006494897959183697,0.009153450432804702
