,Stability
graph_080_mu_0_4_node_503,0
graph_080_mu_0_4_node_584,1
graph_080_mu_0_4_node_245,0
graph_080_mu_0_4_node_238,1
graph_080_mu_0_4_node_806,0
graph_080_mu_0_4_node_588,0
graph_080_mu_0_4_node_396,1
graph_080_mu_0_4_node_117,1
graph_080_mu_0_4_node_246,1
graph_080_mu_0_4_node_679,1
graph_080_mu_0_4_node_822,1
graph_080_mu_0_4_node_369,0
graph_080_mu_0_4_node_251,1
graph_080_mu_0_4_node_827,0
graph_080_mu_0_4_node_893,0
graph_080_mu_0_4_node_672,1
graph_080_mu_0_4_node_422,1
graph_080_mu_0_4_node_812,1
graph_080_mu_0_4_node_697,1
graph_080_mu_0_4_node_40,1
graph_080_mu_0_4_node_862,0
graph_080_mu_0_4_node_286,0
graph_080_mu_0_4_node_934,1
graph_080_mu_0_4_node_967,1
graph_080_mu_0_4_node_760,0
graph_080_mu_0_4_node_688,0
graph_080_mu_0_4_node_848,0
graph_080_mu_0_4_node_184,0
graph_080_mu_0_4_node_481,1
graph_080_mu_0_4_node_414,0
graph_080_mu_0_4_node_319,0
graph_080_mu_0_4_node_816,1
graph_080_mu_0_4_node_395,1
graph_080_mu_0_4_node_950,0
graph_080_mu_0_4_node_738,1
graph_080_mu_0_4_node_968,1
graph_080_mu_0_4_node_60,1
graph_080_mu_0_4_node_177,1
graph_080_mu_0_4_node_639,0
graph_080_mu_0_4_node_167,0
graph_080_mu_0_4_node_129,0
graph_080_mu_0_4_node_882,1
graph_080_mu_0_4_node_787,1
graph_080_mu_0_4_node_615,0
graph_080_mu_0_4_node_978,0
graph_080_mu_0_4_node_61,0
graph_080_mu_0_4_node_891,0
graph_080_mu_0_4_node_861,1
graph_080_mu_0_4_node_804,0
graph_080_mu_0_4_node_134,1
graph_080_mu_0_4_node_970,1
graph_080_mu_0_4_node_165,1
graph_080_mu_0_4_node_4,0
graph_080_mu_0_4_node_466,0
graph_080_mu_0_4_node_440,0
graph_080_mu_0_4_node_607,0
graph_080_mu_0_4_node_133,0
graph_080_mu_0_4_node_116,0
graph_080_mu_0_4_node_109,0
graph_080_mu_0_4_node_427,1
graph_080_mu_0_4_node_769,1
graph_080_mu_0_4_node_378,0
graph_080_mu_0_4_node_604,1
graph_080_mu_0_4_node_225,0
graph_080_mu_0_4_node_649,1
graph_080_mu_0_4_node_792,1
graph_080_mu_0_4_node_828,1
graph_080_mu_0_4_node_568,0
graph_080_mu_0_4_node_7,1
graph_080_mu_0_4_node_543,1
graph_080_mu_0_4_node_858,1
graph_080_mu_0_4_node_743,0
graph_080_mu_0_4_node_715,0
graph_080_mu_0_4_node_203,0
graph_080_mu_0_4_node_413,0
graph_080_mu_0_4_node_417,0
graph_080_mu_0_4_node_939,0
graph_080_mu_0_4_node_563,0
graph_080_mu_0_4_node_318,0
graph_080_mu_0_4_node_711,0
graph_080_mu_0_4_node_213,0
graph_080_mu_0_4_node_833,1
graph_080_mu_0_4_node_159,1
graph_080_mu_0_4_node_581,0
graph_080_mu_0_4_node_998,1
graph_080_mu_0_4_node_15,0
graph_080_mu_0_4_node_911,0
graph_080_mu_0_4_node_127,1
graph_080_mu_0_4_node_356,0
graph_080_mu_0_4_node_6,0
graph_080_mu_0_4_node_899,1
graph_080_mu_0_4_node_160,0
graph_080_mu_0_4_node_992,1
graph_080_mu_0_4_node_9,0
graph_080_mu_0_4_node_902,0
graph_080_mu_0_4_node_172,0
graph_080_mu_0_4_node_473,0
graph_080_mu_0_4_node_79,1
graph_080_mu_0_4_node_270,0
graph_080_mu_0_4_node_759,0
graph_080_mu_0_4_node_640,1
graph_080_mu_0_4_node_428,1
graph_080_mu_0_4_node_300,0
graph_080_mu_0_4_node_744,0
graph_080_mu_0_4_node_212,0
graph_080_mu_0_4_node_410,1
graph_080_mu_0_4_node_803,0
graph_080_mu_0_4_node_789,1
graph_080_mu_0_4_node_149,1
graph_080_mu_0_4_node_775,0
graph_080_mu_0_4_node_419,0
graph_080_mu_0_4_node_702,0
graph_080_mu_0_4_node_621,1
graph_080_mu_0_4_node_276,0
graph_080_mu_0_4_node_684,1
graph_080_mu_0_4_node_54,0
graph_080_mu_0_4_node_788,0
graph_080_mu_0_4_node_86,1
graph_080_mu_0_4_node_289,0
graph_080_mu_0_4_node_29,0
graph_080_mu_0_4_node_511,0
graph_080_mu_0_4_node_94,0
graph_080_mu_0_4_node_725,1
graph_080_mu_0_4_node_653,0
graph_080_mu_0_4_node_918,1
graph_080_mu_0_4_node_944,0
graph_080_mu_0_4_node_708,1
graph_080_mu_0_4_node_474,1
graph_080_mu_0_4_node_865,0
graph_080_mu_0_4_node_218,0
graph_080_mu_0_4_node_182,0
graph_080_mu_0_4_node_497,0
graph_080_mu_0_4_node_565,1
graph_080_mu_0_4_node_863,1
graph_080_mu_0_4_node_681,1
graph_080_mu_0_4_node_454,0
graph_080_mu_0_4_node_158,0
graph_080_mu_0_4_node_799,0
graph_080_mu_0_4_node_137,1
graph_080_mu_0_4_node_215,0
graph_080_mu_0_4_node_211,0
graph_080_mu_0_4_node_718,0
graph_080_mu_0_4_node_878,1
graph_080_mu_0_4_node_264,1
