,Stability
graph_042_mu_0_4_node_268,0
graph_042_mu_0_4_node_916,1
graph_042_mu_0_4_node_781,1
graph_042_mu_0_4_node_707,1
graph_042_mu_0_4_node_128,1
graph_042_mu_0_4_node_50,0
graph_042_mu_0_4_node_947,0
graph_042_mu_0_4_node_590,0
graph_042_mu_0_4_node_655,1
graph_042_mu_0_4_node_168,0
graph_042_mu_0_4_node_234,1
graph_042_mu_0_4_node_605,0
graph_042_mu_0_4_node_711,1
graph_042_mu_0_4_node_45,1
graph_042_mu_0_4_node_482,0
graph_042_mu_0_4_node_285,0
graph_042_mu_0_4_node_250,1
graph_042_mu_0_4_node_842,0
graph_042_mu_0_4_node_278,0
graph_042_mu_0_4_node_57,0
graph_042_mu_0_4_node_371,1
graph_042_mu_0_4_node_324,1
graph_042_mu_0_4_node_177,0
graph_042_mu_0_4_node_77,1
graph_042_mu_0_4_node_846,0
graph_042_mu_0_4_node_885,0
graph_042_mu_0_4_node_706,0
graph_042_mu_0_4_node_22,1
graph_042_mu_0_4_node_339,1
graph_042_mu_0_4_node_512,0
graph_042_mu_0_4_node_499,0
graph_042_mu_0_4_node_296,0
graph_042_mu_0_4_node_584,0
graph_042_mu_0_4_node_216,0
graph_042_mu_0_4_node_385,0
graph_042_mu_0_4_node_510,0
graph_042_mu_0_4_node_646,0
graph_042_mu_0_4_node_741,1
graph_042_mu_0_4_node_391,1
graph_042_mu_0_4_node_110,0
graph_042_mu_0_4_node_591,0
graph_042_mu_0_4_node_935,0
graph_042_mu_0_4_node_428,0
graph_042_mu_0_4_node_261,1
graph_042_mu_0_4_node_366,1
graph_042_mu_0_4_node_364,1
graph_042_mu_0_4_node_28,1
graph_042_mu_0_4_node_539,0
graph_042_mu_0_4_node_334,1
graph_042_mu_0_4_node_585,1
graph_042_mu_0_4_node_904,0
graph_042_mu_0_4_node_685,0
graph_042_mu_0_4_node_507,1
graph_042_mu_0_4_node_743,0
graph_042_mu_0_4_node_220,0
graph_042_mu_0_4_node_909,1
graph_042_mu_0_4_node_406,0
graph_042_mu_0_4_node_686,0
graph_042_mu_0_4_node_857,0
graph_042_mu_0_4_node_520,1
graph_042_mu_0_4_node_834,0
graph_042_mu_0_4_node_892,1
graph_042_mu_0_4_node_256,1
graph_042_mu_0_4_node_945,1
graph_042_mu_0_4_node_408,1
graph_042_mu_0_4_node_40,1
graph_042_mu_0_4_node_606,1
graph_042_mu_0_4_node_840,1
graph_042_mu_0_4_node_899,0
graph_042_mu_0_4_node_169,1
graph_042_mu_0_4_node_995,0
graph_042_mu_0_4_node_593,1
graph_042_mu_0_4_node_451,0
graph_042_mu_0_4_node_751,1
graph_042_mu_0_4_node_612,1
graph_042_mu_0_4_node_134,0
graph_042_mu_0_4_node_306,0
graph_042_mu_0_4_node_83,0
