,Stability
graph_037_mu_0_4_node_684,0
graph_037_mu_0_4_node_787,0
graph_037_mu_0_4_node_373,0
graph_037_mu_0_4_node_825,0
graph_037_mu_0_4_node_422,1
graph_037_mu_0_4_node_145,0
graph_037_mu_0_4_node_703,0
graph_037_mu_0_4_node_17,1
graph_037_mu_0_4_node_709,0
graph_037_mu_0_4_node_162,1
graph_037_mu_0_4_node_234,0
graph_037_mu_0_4_node_484,1
graph_037_mu_0_4_node_904,0
graph_037_mu_0_4_node_294,0
graph_037_mu_0_4_node_710,1
graph_037_mu_0_4_node_808,1
graph_037_mu_0_4_node_45,0
graph_037_mu_0_4_node_272,1
graph_037_mu_0_4_node_367,1
graph_037_mu_0_4_node_102,1
graph_037_mu_0_4_node_385,1
graph_037_mu_0_4_node_141,0
graph_037_mu_0_4_node_654,0
graph_037_mu_0_4_node_550,1
graph_037_mu_0_4_node_386,0
graph_037_mu_0_4_node_419,1
graph_037_mu_0_4_node_56,1
graph_037_mu_0_4_node_222,0
graph_037_mu_0_4_node_592,1
graph_037_mu_0_4_node_160,1
graph_037_mu_0_4_node_188,1
graph_037_mu_0_4_node_613,0
graph_037_mu_0_4_node_557,1
graph_037_mu_0_4_node_561,0
graph_037_mu_0_4_node_474,1
graph_037_mu_0_4_node_668,0
graph_037_mu_0_4_node_10,0
graph_037_mu_0_4_node_203,0
graph_037_mu_0_4_node_322,1
graph_037_mu_0_4_node_155,1
graph_037_mu_0_4_node_7,0
graph_037_mu_0_4_node_273,0
graph_037_mu_0_4_node_683,0
graph_037_mu_0_4_node_749,1
graph_037_mu_0_4_node_593,0
graph_037_mu_0_4_node_896,1
graph_037_mu_0_4_node_733,1
graph_037_mu_0_4_node_300,1
graph_037_mu_0_4_node_253,0
graph_037_mu_0_4_node_695,0
graph_037_mu_0_4_node_514,1
graph_037_mu_0_4_node_845,0
graph_037_mu_0_4_node_800,0
graph_037_mu_0_4_node_821,1
graph_037_mu_0_4_node_427,0
graph_037_mu_0_4_node_378,1
graph_037_mu_0_4_node_40,1
graph_037_mu_0_4_node_676,1
graph_037_mu_0_4_node_731,0
graph_037_mu_0_4_node_21,0
graph_037_mu_0_4_node_370,1
graph_037_mu_0_4_node_134,0
graph_037_mu_0_4_node_167,0
graph_037_mu_0_4_node_257,0
graph_037_mu_0_4_node_638,0
graph_037_mu_0_4_node_52,1
graph_037_mu_0_4_node_402,1
graph_037_mu_0_4_node_239,1
graph_037_mu_0_4_node_912,0
graph_037_mu_0_4_node_888,0
graph_037_mu_0_4_node_241,1
graph_037_mu_0_4_node_219,1
graph_037_mu_0_4_node_369,0
graph_037_mu_0_4_node_135,0
graph_037_mu_0_4_node_412,1
graph_037_mu_0_4_node_763,0
graph_037_mu_0_4_node_617,1
graph_037_mu_0_4_node_909,0
graph_037_mu_0_4_node_656,0
graph_037_mu_0_4_node_205,1
graph_037_mu_0_4_node_793,0
graph_037_mu_0_4_node_39,0
graph_037_mu_0_4_node_961,0
graph_037_mu_0_4_node_127,1
graph_037_mu_0_4_node_791,1
graph_037_mu_0_4_node_267,1
graph_037_mu_0_4_node_316,0
graph_037_mu_0_4_node_521,0
graph_037_mu_0_4_node_200,0
graph_037_mu_0_4_node_231,1
graph_037_mu_0_4_node_140,1
graph_037_mu_0_4_node_405,0
graph_037_mu_0_4_node_133,1
graph_037_mu_0_4_node_595,0
graph_037_mu_0_4_node_235,0
graph_037_mu_0_4_node_754,1
graph_037_mu_0_4_node_607,1
graph_037_mu_0_4_node_411,0
graph_037_mu_0_4_node_660,0
graph_037_mu_0_4_node_652,0
graph_037_mu_0_4_node_438,0
graph_037_mu_0_4_node_336,1
graph_037_mu_0_4_node_93,1
graph_037_mu_0_4_node_41,1
graph_037_mu_0_4_node_784,0
graph_037_mu_0_4_node_786,0
graph_037_mu_0_4_node_175,0
graph_037_mu_0_4_node_952,0
graph_037_mu_0_4_node_282,1
graph_037_mu_0_4_node_924,0
graph_037_mu_0_4_node_603,0
graph_037_mu_0_4_node_243,1
graph_037_mu_0_4_node_301,1
graph_037_mu_0_4_node_848,0
graph_037_mu_0_4_node_512,0
graph_037_mu_0_4_node_397,0
graph_037_mu_0_4_node_326,1
graph_037_mu_0_4_node_549,0
graph_037_mu_0_4_node_410,1
graph_037_mu_0_4_node_782,1
graph_037_mu_0_4_node_537,1
graph_037_mu_0_4_node_463,1
graph_037_mu_0_4_node_598,1
graph_037_mu_0_4_node_433,0
graph_037_mu_0_4_node_711,0
graph_037_mu_0_4_node_934,1
graph_037_mu_0_4_node_85,1
graph_037_mu_0_4_node_894,0
graph_037_mu_0_4_node_850,0
graph_037_mu_0_4_node_688,0
graph_037_mu_0_4_node_509,0
graph_037_mu_0_4_node_675,0
graph_037_mu_0_4_node_906,1
graph_037_mu_0_4_node_174,0
graph_037_mu_0_4_node_991,0
graph_037_mu_0_4_node_82,1
graph_037_mu_0_4_node_247,0
graph_037_mu_0_4_node_887,0
graph_037_mu_0_4_node_493,0
graph_037_mu_0_4_node_687,0
graph_037_mu_0_4_node_939,1
graph_037_mu_0_4_node_186,0
graph_037_mu_0_4_node_853,1
graph_037_mu_0_4_node_242,0
graph_037_mu_0_4_node_497,0
graph_037_mu_0_4_node_717,0
graph_037_mu_0_4_node_27,1
graph_037_mu_0_4_node_528,0
graph_037_mu_0_4_node_730,0
graph_037_mu_0_4_node_985,0
graph_037_mu_0_4_node_957,1
graph_037_mu_0_4_node_446,0
graph_037_mu_0_4_node_279,0
graph_037_mu_0_4_node_295,0
graph_037_mu_0_4_node_627,0
graph_037_mu_0_4_node_949,0
graph_037_mu_0_4_node_647,0
graph_037_mu_0_4_node_293,1
graph_037_mu_0_4_node_46,1
graph_037_mu_0_4_node_115,0
graph_037_mu_0_4_node_357,0
graph_037_mu_0_4_node_678,0
graph_037_mu_0_4_node_248,1
graph_037_mu_0_4_node_107,1
graph_037_mu_0_4_node_191,0
graph_037_mu_0_4_node_517,0
graph_037_mu_0_4_node_547,1
graph_037_mu_0_4_node_156,1
graph_037_mu_0_4_node_73,1
graph_037_mu_0_4_node_629,1
graph_037_mu_0_4_node_149,1
graph_037_mu_0_4_node_771,0
graph_037_mu_0_4_node_440,0
graph_037_mu_0_4_node_399,0
graph_037_mu_0_4_node_680,0
graph_037_mu_0_4_node_880,0
graph_037_mu_0_4_node_284,0
graph_037_mu_0_4_node_624,0
graph_037_mu_0_4_node_403,0
graph_037_mu_0_4_node_768,1
graph_037_mu_0_4_node_651,0
graph_037_mu_0_4_node_855,1
graph_037_mu_0_4_node_886,1
graph_037_mu_0_4_node_685,1
graph_037_mu_0_4_node_126,0
graph_037_mu_0_4_node_252,0
graph_037_mu_0_4_node_430,1
graph_037_mu_0_4_node_659,1
graph_037_mu_0_4_node_407,0
graph_037_mu_0_4_node_882,1
graph_037_mu_0_4_node_572,1
graph_037_mu_0_4_node_345,0
graph_037_mu_0_4_node_507,1
graph_037_mu_0_4_node_354,0
graph_037_mu_0_4_node_772,0
graph_037_mu_0_4_node_204,0
graph_037_mu_0_4_node_698,1
graph_037_mu_0_4_node_560,0
graph_037_mu_0_4_node_818,0
graph_037_mu_0_4_node_527,1
graph_037_mu_0_4_node_95,0
graph_037_mu_0_4_node_283,1
graph_037_mu_0_4_node_417,1
graph_037_mu_0_4_node_963,0
graph_037_mu_0_4_node_779,0
graph_037_mu_0_4_node_757,1
graph_037_mu_0_4_node_452,1
