,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut,Triangle Participation
graph_095_mu_0_4_node_18,17,0.1397058823529411,0.0005490727384197,0.3785524820007578,2.641641641641641,0.0163841031979357,8.083,8.917,0.9101388888888892,0.5245294117647059,0.156345194615564,0.0094922524075852,0.3557510378510378,0.3560829098518544,0.1413605190698574
graph_095_mu_0_4_node_287,56,0.1041229909154437,0.00516825020946,0.4479820627802691,2.2322322322322323,0.0648024931894661,27.094,28.906,0.9376404361921604,0.5161785714285716,0.8494780552709954,0.0299513412488193,0.3478966085958059,0.3489731528121367,0.764739404181945
graph_095_mu_0_4_node_60,19,0.0584795321637426,0.0007632459230289,0.3899297423887587,2.5645645645645647,0.0220042311995146,7.077,11.923,0.5944742424242424,0.6275263157894737,0.2108339433659926,0.0126455200903639,0.4573781033781035,0.4578217699002746,0.1240641490931236
graph_095_mu_0_4_node_879,29,0.0615763546798029,0.0018740240704133,0.4134933774834437,2.4184184184184185,0.0324728036816743,8.036,20.964,0.3834526315789475,0.7228965517241379,0.6157980688047444,0.0217226404052339,0.566086734507787,0.5668666191816315,0.2349685306027823
graph_095_mu_0_4_node_575,18,0.0980392156862745,0.0007266090127558,0.3846746245668078,2.5995995995996,0.0204956002072504,8.024,9.976,0.8048500000000002,0.5542222222222222,0.1763881324135698,0.010580568073373,0.3833882783882785,0.3837595483509015,0.1414463047209074
graph_095_mu_0_4_node_687,15,0.0571428571428571,0.0004598930336515,0.383935434281322,2.6046046046046047,0.018748507263247,3.981,11.019,0.363621212121212,0.7345999999999999,0.1944683653102314,0.0117123534878362,0.5814122807017545,0.5818222272787726,0.0523749984855299
graph_095_mu_0_4_node_757,23,0.1225296442687747,0.0011049620896078,0.389777604369879,2.5655655655655654,0.0238302080900709,10.159,12.841,0.8054258991008992,0.558304347826087,0.3815202039262301,0.0134034091856901,0.3886792736918897,0.3891571886859993,0.2682136317213799
graph_095_mu_0_4_node_310,28,0.0449735449735449,0.0018345760201838,0.4074225122349103,2.454454454454454,0.0276749024950068,8.111,19.889,0.4113250296748614,0.7103214285714285,0.3110356839007935,0.0213017043474874,0.5520277952767116,0.5527677183698386,0.1069601975516041
graph_095_mu_0_4_node_549,17,0.1047619047619047,0.0005159931771357,0.3675496688741722,2.720720720720721,0.0119046830276956,10.312,6.688,1.5645646825396822,0.3934117647058823,0.1411911824943968,0.0070503972388025,0.2454414608507711,0.2456904350662741,0.192736316167863
graph_095_mu_0_4_node_402,21,0.1142857142857142,0.0008209214951085,0.3894736842105263,2.5675675675675675,0.0250878608565772,7.032,13.968,0.5038181818181817,0.6651428571428571,0.3635827325874005,0.0145408588561731,0.4983648498331479,0.4988845717077826,0.1823023660748967
