,Stability
graph_05_mu_0_4_node_844,0
graph_05_mu_0_4_node_46,0
graph_05_mu_0_4_node_577,0
graph_05_mu_0_4_node_747,0
graph_05_mu_0_4_node_920,0
graph_05_mu_0_4_node_849,0
graph_05_mu_0_4_node_409,0
graph_05_mu_0_4_node_828,1
graph_05_mu_0_4_node_707,1
graph_05_mu_0_4_node_528,1
graph_05_mu_0_4_node_440,1
graph_05_mu_0_4_node_234,1
graph_05_mu_0_4_node_210,1
graph_05_mu_0_4_node_284,0
graph_05_mu_0_4_node_780,1
graph_05_mu_0_4_node_848,0
graph_05_mu_0_4_node_387,0
graph_05_mu_0_4_node_841,1
graph_05_mu_0_4_node_513,0
graph_05_mu_0_4_node_308,1
graph_05_mu_0_4_node_17,0
graph_05_mu_0_4_node_553,0
graph_05_mu_0_4_node_34,1
graph_05_mu_0_4_node_824,0
graph_05_mu_0_4_node_255,0
graph_05_mu_0_4_node_264,0
graph_05_mu_0_4_node_464,0
graph_05_mu_0_4_node_304,0
graph_05_mu_0_4_node_325,1
graph_05_mu_0_4_node_938,0
graph_05_mu_0_4_node_97,0
graph_05_mu_0_4_node_414,1
graph_05_mu_0_4_node_407,0
graph_05_mu_0_4_node_460,0
graph_05_mu_0_4_node_928,1
graph_05_mu_0_4_node_546,1
graph_05_mu_0_4_node_66,1
graph_05_mu_0_4_node_947,0
graph_05_mu_0_4_node_401,1
graph_05_mu_0_4_node_463,0
graph_05_mu_0_4_node_88,0
graph_05_mu_0_4_node_756,1
graph_05_mu_0_4_node_549,0
graph_05_mu_0_4_node_178,1
graph_05_mu_0_4_node_992,0
graph_05_mu_0_4_node_774,1
graph_05_mu_0_4_node_678,0
graph_05_mu_0_4_node_355,0
graph_05_mu_0_4_node_608,1
graph_05_mu_0_4_node_523,0
graph_05_mu_0_4_node_290,0
graph_05_mu_0_4_node_147,1
graph_05_mu_0_4_node_183,0
graph_05_mu_0_4_node_773,1
graph_05_mu_0_4_node_786,0
graph_05_mu_0_4_node_690,0
graph_05_mu_0_4_node_970,0
graph_05_mu_0_4_node_226,0
graph_05_mu_0_4_node_542,0
graph_05_mu_0_4_node_840,0
graph_05_mu_0_4_node_458,1
graph_05_mu_0_4_node_895,1
graph_05_mu_0_4_node_315,1
graph_05_mu_0_4_node_943,1
graph_05_mu_0_4_node_281,1
graph_05_mu_0_4_node_605,0
graph_05_mu_0_4_node_831,1
graph_05_mu_0_4_node_901,0
graph_05_mu_0_4_node_603,0
graph_05_mu_0_4_node_776,1
graph_05_mu_0_4_node_19,0
graph_05_mu_0_4_node_96,0
graph_05_mu_0_4_node_399,0
graph_05_mu_0_4_node_582,1
graph_05_mu_0_4_node_797,0
graph_05_mu_0_4_node_393,0
graph_05_mu_0_4_node_169,1
graph_05_mu_0_4_node_492,0
graph_05_mu_0_4_node_649,1
graph_05_mu_0_4_node_54,0
graph_05_mu_0_4_node_954,0
graph_05_mu_0_4_node_532,1
graph_05_mu_0_4_node_869,0
graph_05_mu_0_4_node_601,0
graph_05_mu_0_4_node_764,1
graph_05_mu_0_4_node_719,0
graph_05_mu_0_4_node_739,0
graph_05_mu_0_4_node_257,0
graph_05_mu_0_4_node_369,0
graph_05_mu_0_4_node_645,0
graph_05_mu_0_4_node_703,0
graph_05_mu_0_4_node_408,0
graph_05_mu_0_4_node_793,1
graph_05_mu_0_4_node_173,1
graph_05_mu_0_4_node_484,0
graph_05_mu_0_4_node_7,0
graph_05_mu_0_4_node_265,1
graph_05_mu_0_4_node_58,1
graph_05_mu_0_4_node_961,1
graph_05_mu_0_4_node_404,1
graph_05_mu_0_4_node_135,1
graph_05_mu_0_4_node_115,0
graph_05_mu_0_4_node_155,0
graph_05_mu_0_4_node_324,1
graph_05_mu_0_4_node_322,1
graph_05_mu_0_4_node_752,0
graph_05_mu_0_4_node_790,1
graph_05_mu_0_4_node_250,0
graph_05_mu_0_4_node_713,1
graph_05_mu_0_4_node_413,1
graph_05_mu_0_4_node_617,0
graph_05_mu_0_4_node_62,0
graph_05_mu_0_4_node_960,0
graph_05_mu_0_4_node_143,1
graph_05_mu_0_4_node_998,1
graph_05_mu_0_4_node_555,0
graph_05_mu_0_4_node_525,0
graph_05_mu_0_4_node_114,1
graph_05_mu_0_4_node_588,0
graph_05_mu_0_4_node_787,0
graph_05_mu_0_4_node_616,1
graph_05_mu_0_4_node_94,1
graph_05_mu_0_4_node_342,0
graph_05_mu_0_4_node_877,0
graph_05_mu_0_4_node_694,0
graph_05_mu_0_4_node_4,1
graph_05_mu_0_4_node_111,1
graph_05_mu_0_4_node_639,0
graph_05_mu_0_4_node_326,0
graph_05_mu_0_4_node_154,0
graph_05_mu_0_4_node_47,0
graph_05_mu_0_4_node_543,1
graph_05_mu_0_4_node_479,0
graph_05_mu_0_4_node_975,1
graph_05_mu_0_4_node_551,0
graph_05_mu_0_4_node_313,0
graph_05_mu_0_4_node_11,0
graph_05_mu_0_4_node_883,1
graph_05_mu_0_4_node_795,0
graph_05_mu_0_4_node_614,0
graph_05_mu_0_4_node_175,1
graph_05_mu_0_4_node_320,0
graph_05_mu_0_4_node_826,1
graph_05_mu_0_4_node_274,1
graph_05_mu_0_4_node_113,1
graph_05_mu_0_4_node_174,0
graph_05_mu_0_4_node_145,1
graph_05_mu_0_4_node_729,1
graph_05_mu_0_4_node_907,0
graph_05_mu_0_4_node_299,0
graph_05_mu_0_4_node_392,1
graph_05_mu_0_4_node_442,0
graph_05_mu_0_4_node_596,0
graph_05_mu_0_4_node_915,0
graph_05_mu_0_4_node_72,0
graph_05_mu_0_4_node_223,1
graph_05_mu_0_4_node_395,0
graph_05_mu_0_4_node_640,1
graph_05_mu_0_4_node_965,0
graph_05_mu_0_4_node_506,0
graph_05_mu_0_4_node_309,1
graph_05_mu_0_4_node_642,1
graph_05_mu_0_4_node_530,1
graph_05_mu_0_4_node_758,0
graph_05_mu_0_4_node_140,1
graph_05_mu_0_4_node_473,0
graph_05_mu_0_4_node_548,0
graph_05_mu_0_4_node_814,0
graph_05_mu_0_4_node_778,1
graph_05_mu_0_4_node_872,1
graph_05_mu_0_4_node_511,1
graph_05_mu_0_4_node_842,0
graph_05_mu_0_4_node_37,0
graph_05_mu_0_4_node_898,1
graph_05_mu_0_4_node_90,0
graph_05_mu_0_4_node_687,1
graph_05_mu_0_4_node_981,0
graph_05_mu_0_4_node_471,0
graph_05_mu_0_4_node_349,0
graph_05_mu_0_4_node_589,1
graph_05_mu_0_4_node_363,0
graph_05_mu_0_4_node_817,0
graph_05_mu_0_4_node_906,0
graph_05_mu_0_4_node_544,1
graph_05_mu_0_4_node_736,0
graph_05_mu_0_4_node_726,0
graph_05_mu_0_4_node_187,0
graph_05_mu_0_4_node_830,1
graph_05_mu_0_4_node_629,0
graph_05_mu_0_4_node_301,0
graph_05_mu_0_4_node_686,0
graph_05_mu_0_4_node_306,0
graph_05_mu_0_4_node_321,1
graph_05_mu_0_4_node_912,1
graph_05_mu_0_4_node_50,0
graph_05_mu_0_4_node_777,1
graph_05_mu_0_4_node_247,0
graph_05_mu_0_4_node_684,1
graph_05_mu_0_4_node_738,1
graph_05_mu_0_4_node_570,1
graph_05_mu_0_4_node_962,0
