,Stability
graph_041_mu_0_4_node_63,0
graph_041_mu_0_4_node_176,0
graph_041_mu_0_4_node_767,0
graph_041_mu_0_4_node_254,0
graph_041_mu_0_4_node_964,0
graph_041_mu_0_4_node_175,0
graph_041_mu_0_4_node_866,0
graph_041_mu_0_4_node_45,0
graph_041_mu_0_4_node_233,0
graph_041_mu_0_4_node_981,1
graph_041_mu_0_4_node_469,1
graph_041_mu_0_4_node_205,0
graph_041_mu_0_4_node_487,1
graph_041_mu_0_4_node_995,1
graph_041_mu_0_4_node_187,0
graph_041_mu_0_4_node_777,0
graph_041_mu_0_4_node_600,0
graph_041_mu_0_4_node_340,0
graph_041_mu_0_4_node_735,0
graph_041_mu_0_4_node_190,1
graph_041_mu_0_4_node_525,1
graph_041_mu_0_4_node_907,0
graph_041_mu_0_4_node_860,0
graph_041_mu_0_4_node_125,0
graph_041_mu_0_4_node_911,0
graph_041_mu_0_4_node_182,0
graph_041_mu_0_4_node_365,1
graph_041_mu_0_4_node_752,1
graph_041_mu_0_4_node_255,1
graph_041_mu_0_4_node_968,0
graph_041_mu_0_4_node_934,1
graph_041_mu_0_4_node_721,1
graph_041_mu_0_4_node_764,0
graph_041_mu_0_4_node_813,0
graph_041_mu_0_4_node_119,1
graph_041_mu_0_4_node_931,0
graph_041_mu_0_4_node_784,1
graph_041_mu_0_4_node_49,0
graph_041_mu_0_4_node_152,1
graph_041_mu_0_4_node_828,0
graph_041_mu_0_4_node_961,0
graph_041_mu_0_4_node_397,0
graph_041_mu_0_4_node_926,0
graph_041_mu_0_4_node_799,0
graph_041_mu_0_4_node_649,1
graph_041_mu_0_4_node_98,1
graph_041_mu_0_4_node_645,1
graph_041_mu_0_4_node_914,0
graph_041_mu_0_4_node_604,0
graph_041_mu_0_4_node_617,0
graph_041_mu_0_4_node_0,1
graph_041_mu_0_4_node_395,0
graph_041_mu_0_4_node_373,1
graph_041_mu_0_4_node_653,1
graph_041_mu_0_4_node_798,0
graph_041_mu_0_4_node_331,1
graph_041_mu_0_4_node_391,0
graph_041_mu_0_4_node_26,0
graph_041_mu_0_4_node_24,1
graph_041_mu_0_4_node_958,1
graph_041_mu_0_4_node_724,0
graph_041_mu_0_4_node_515,1
graph_041_mu_0_4_node_545,0
graph_041_mu_0_4_node_894,1
graph_041_mu_0_4_node_47,0
graph_041_mu_0_4_node_93,1
graph_041_mu_0_4_node_19,0
graph_041_mu_0_4_node_988,0
graph_041_mu_0_4_node_41,0
graph_041_mu_0_4_node_460,1
graph_041_mu_0_4_node_618,0
graph_041_mu_0_4_node_751,0
graph_041_mu_0_4_node_891,1
graph_041_mu_0_4_node_282,1
graph_041_mu_0_4_node_761,0
graph_041_mu_0_4_node_352,1
graph_041_mu_0_4_node_514,0
graph_041_mu_0_4_node_55,1
graph_041_mu_0_4_node_424,1
graph_041_mu_0_4_node_13,0
graph_041_mu_0_4_node_814,0
graph_041_mu_0_4_node_677,0
graph_041_mu_0_4_node_155,0
graph_041_mu_0_4_node_311,0
graph_041_mu_0_4_node_587,1
graph_041_mu_0_4_node_506,0
graph_041_mu_0_4_node_539,0
graph_041_mu_0_4_node_221,0
graph_041_mu_0_4_node_137,0
graph_041_mu_0_4_node_523,1
graph_041_mu_0_4_node_392,0
graph_041_mu_0_4_node_541,0
graph_041_mu_0_4_node_44,1
graph_041_mu_0_4_node_77,1
graph_041_mu_0_4_node_216,1
graph_041_mu_0_4_node_223,1
graph_041_mu_0_4_node_620,1
graph_041_mu_0_4_node_758,0
graph_041_mu_0_4_node_593,0
graph_041_mu_0_4_node_185,0
graph_041_mu_0_4_node_530,1
graph_041_mu_0_4_node_127,1
graph_041_mu_0_4_node_312,1
graph_041_mu_0_4_node_804,1
graph_041_mu_0_4_node_669,0
graph_041_mu_0_4_node_92,0
graph_041_mu_0_4_node_810,1
graph_041_mu_0_4_node_160,0
graph_041_mu_0_4_node_657,0
graph_041_mu_0_4_node_748,0
graph_041_mu_0_4_node_196,1
graph_041_mu_0_4_node_811,1
graph_041_mu_0_4_node_553,0
graph_041_mu_0_4_node_18,1
graph_041_mu_0_4_node_602,0
graph_041_mu_0_4_node_902,0
graph_041_mu_0_4_node_919,1
graph_041_mu_0_4_node_820,1
graph_041_mu_0_4_node_921,1
graph_041_mu_0_4_node_578,0
graph_041_mu_0_4_node_756,0
graph_041_mu_0_4_node_59,1
graph_041_mu_0_4_node_900,0
graph_041_mu_0_4_node_157,1
graph_041_mu_0_4_node_773,1
graph_041_mu_0_4_node_70,1
graph_041_mu_0_4_node_622,0
