,Stability
graph_082_mu_0_4_node_98,1
graph_082_mu_0_4_node_578,0
graph_082_mu_0_4_node_508,0
graph_082_mu_0_4_node_306,1
graph_082_mu_0_4_node_907,1
graph_082_mu_0_4_node_771,1
graph_082_mu_0_4_node_502,0
graph_082_mu_0_4_node_112,1
graph_082_mu_0_4_node_425,0
graph_082_mu_0_4_node_812,0
graph_082_mu_0_4_node_62,1
graph_082_mu_0_4_node_798,0
graph_082_mu_0_4_node_26,0
graph_082_mu_0_4_node_741,1
graph_082_mu_0_4_node_607,1
graph_082_mu_0_4_node_897,0
graph_082_mu_0_4_node_547,0
graph_082_mu_0_4_node_745,0
graph_082_mu_0_4_node_126,0
graph_082_mu_0_4_node_333,1
graph_082_mu_0_4_node_555,1
graph_082_mu_0_4_node_345,0
graph_082_mu_0_4_node_821,0
graph_082_mu_0_4_node_961,0
graph_082_mu_0_4_node_146,1
graph_082_mu_0_4_node_872,1
graph_082_mu_0_4_node_415,0
graph_082_mu_0_4_node_110,1
graph_082_mu_0_4_node_926,0
graph_082_mu_0_4_node_47,0
graph_082_mu_0_4_node_498,0
graph_082_mu_0_4_node_460,0
graph_082_mu_0_4_node_53,0
graph_082_mu_0_4_node_960,1
graph_082_mu_0_4_node_730,1
graph_082_mu_0_4_node_662,1
graph_082_mu_0_4_node_620,1
graph_082_mu_0_4_node_437,0
graph_082_mu_0_4_node_870,0
graph_082_mu_0_4_node_902,1
graph_082_mu_0_4_node_921,1
graph_082_mu_0_4_node_859,0
graph_082_mu_0_4_node_488,0
graph_082_mu_0_4_node_74,1
graph_082_mu_0_4_node_293,0
graph_082_mu_0_4_node_507,0
graph_082_mu_0_4_node_844,1
graph_082_mu_0_4_node_533,1
graph_082_mu_0_4_node_381,1
graph_082_mu_0_4_node_565,0
graph_082_mu_0_4_node_433,0
graph_082_mu_0_4_node_983,0
graph_082_mu_0_4_node_608,1
graph_082_mu_0_4_node_755,0
graph_082_mu_0_4_node_145,1
graph_082_mu_0_4_node_937,1
graph_082_mu_0_4_node_398,1
graph_082_mu_0_4_node_296,1
graph_082_mu_0_4_node_997,0
graph_082_mu_0_4_node_541,1
graph_082_mu_0_4_node_945,0
graph_082_mu_0_4_node_909,1
graph_082_mu_0_4_node_479,1
graph_082_mu_0_4_node_358,1
graph_082_mu_0_4_node_224,0
graph_082_mu_0_4_node_138,1
graph_082_mu_0_4_node_266,1
graph_082_mu_0_4_node_244,1
graph_082_mu_0_4_node_454,1
graph_082_mu_0_4_node_116,0
graph_082_mu_0_4_node_152,0
graph_082_mu_0_4_node_923,1
graph_082_mu_0_4_node_127,0
graph_082_mu_0_4_node_184,0
graph_082_mu_0_4_node_599,0
graph_082_mu_0_4_node_805,0
graph_082_mu_0_4_node_445,1
graph_082_mu_0_4_node_236,1
graph_082_mu_0_4_node_534,1
graph_082_mu_0_4_node_980,0
graph_082_mu_0_4_node_515,0
graph_082_mu_0_4_node_968,1
graph_082_mu_0_4_node_971,1
graph_082_mu_0_4_node_838,0
graph_082_mu_0_4_node_275,1
graph_082_mu_0_4_node_257,0
graph_082_mu_0_4_node_400,1
graph_082_mu_0_4_node_320,1
graph_082_mu_0_4_node_811,0
graph_082_mu_0_4_node_501,1
graph_082_mu_0_4_node_930,0
graph_082_mu_0_4_node_412,0
graph_082_mu_0_4_node_205,0
graph_082_mu_0_4_node_476,0
graph_082_mu_0_4_node_943,0
graph_082_mu_0_4_node_421,0
graph_082_mu_0_4_node_835,0
graph_082_mu_0_4_node_516,0
graph_082_mu_0_4_node_353,0
graph_082_mu_0_4_node_855,0
graph_082_mu_0_4_node_550,0
graph_082_mu_0_4_node_549,0
graph_082_mu_0_4_node_856,0
graph_082_mu_0_4_node_135,1
graph_082_mu_0_4_node_360,1
graph_082_mu_0_4_node_174,1
graph_082_mu_0_4_node_831,0
graph_082_mu_0_4_node_71,1
graph_082_mu_0_4_node_954,0
graph_082_mu_0_4_node_393,1
graph_082_mu_0_4_node_57,1
graph_082_mu_0_4_node_297,0
graph_082_mu_0_4_node_772,1
graph_082_mu_0_4_node_487,0
graph_082_mu_0_4_node_864,1
graph_082_mu_0_4_node_784,0
graph_082_mu_0_4_node_694,0
