,Stability
graph_066_mu_0_4_node_871,1
graph_066_mu_0_4_node_223,0
graph_066_mu_0_4_node_938,1
graph_066_mu_0_4_node_747,1
graph_066_mu_0_4_node_5,0
graph_066_mu_0_4_node_975,0
graph_066_mu_0_4_node_211,1
graph_066_mu_0_4_node_859,1
graph_066_mu_0_4_node_943,1
graph_066_mu_0_4_node_515,0
graph_066_mu_0_4_node_316,1
graph_066_mu_0_4_node_271,0
graph_066_mu_0_4_node_466,1
graph_066_mu_0_4_node_103,1
graph_066_mu_0_4_node_212,0
graph_066_mu_0_4_node_570,0
graph_066_mu_0_4_node_989,0
graph_066_mu_0_4_node_773,0
graph_066_mu_0_4_node_593,0
graph_066_mu_0_4_node_444,1
graph_066_mu_0_4_node_942,1
graph_066_mu_0_4_node_100,0
graph_066_mu_0_4_node_786,1
graph_066_mu_0_4_node_584,1
graph_066_mu_0_4_node_175,0
graph_066_mu_0_4_node_880,1
graph_066_mu_0_4_node_495,1
graph_066_mu_0_4_node_543,0
graph_066_mu_0_4_node_250,0
graph_066_mu_0_4_node_967,0
graph_066_mu_0_4_node_709,0
graph_066_mu_0_4_node_650,0
graph_066_mu_0_4_node_153,1
graph_066_mu_0_4_node_86,1
graph_066_mu_0_4_node_665,0
graph_066_mu_0_4_node_2,0
graph_066_mu_0_4_node_390,0
graph_066_mu_0_4_node_729,0
graph_066_mu_0_4_node_466,0
graph_066_mu_0_4_node_230,1
graph_066_mu_0_4_node_739,0
graph_066_mu_0_4_node_486,1
graph_066_mu_0_4_node_960,0
graph_066_mu_0_4_node_119,1
graph_066_mu_0_4_node_285,1
graph_066_mu_0_4_node_595,0
graph_066_mu_0_4_node_801,0
graph_066_mu_0_4_node_627,0
graph_066_mu_0_4_node_904,0
graph_066_mu_0_4_node_482,0
graph_066_mu_0_4_node_238,0
graph_066_mu_0_4_node_400,1
graph_066_mu_0_4_node_833,0
graph_066_mu_0_4_node_607,1
graph_066_mu_0_4_node_534,1
graph_066_mu_0_4_node_689,1
graph_066_mu_0_4_node_721,0
graph_066_mu_0_4_node_416,1
graph_066_mu_0_4_node_234,0
graph_066_mu_0_4_node_825,0
graph_066_mu_0_4_node_198,1
graph_066_mu_0_4_node_635,0
graph_066_mu_0_4_node_198,0
graph_066_mu_0_4_node_484,0
graph_066_mu_0_4_node_684,0
graph_066_mu_0_4_node_314,1
graph_066_mu_0_4_node_923,1
graph_066_mu_0_4_node_703,1
graph_066_mu_0_4_node_961,0
graph_066_mu_0_4_node_748,0
graph_066_mu_0_4_node_652,0
graph_066_mu_0_4_node_32,0
graph_066_mu_0_4_node_763,1
graph_066_mu_0_4_node_846,1
graph_066_mu_0_4_node_213,1
graph_066_mu_0_4_node_399,1
graph_066_mu_0_4_node_368,0
graph_066_mu_0_4_node_445,1
graph_066_mu_0_4_node_118,0
graph_066_mu_0_4_node_662,1
graph_066_mu_0_4_node_779,1
graph_066_mu_0_4_node_206,1
graph_066_mu_0_4_node_613,1
graph_066_mu_0_4_node_474,1
graph_066_mu_0_4_node_577,0
graph_066_mu_0_4_node_141,0
