feature,n_graphs,mean_effect,std_effect,max_abs_effect,mean_abs_effect,min_effect,max_effect,q25,q50,q75
Eigenvector,120,-0.0009085394589536669,0.15001825888115441,0.5641779448621554,0.11187803760957506,-0.23453497023809525,0.5641779448621554,-0.09966666666666667,-0.057167588075880765,0.02244034617851509
Expansion,120,-0.0009362201107149056,0.09350469993296298,0.42827752976190475,0.06884150983521688,-0.25109150326797386,0.42827752976190475,-0.05720000000000002,-0.020551228205055186,0.037748870056497165
E Out,120,-9.945569050321845e-07,0.06678474387799781,0.29629410287321684,0.050787986270589995,-0.17510728965960184,0.29629410287321684,-0.04433749947333991,-0.007089215686274497,0.03653258091115236
Clustering Coefficient,120,-0.00019137124933439506,0.03649448694965759,0.258479797979798,0.023345462790284644,-0.18153472222222222,0.258479797979798,-0.01698660041700296,-0.0037871921596921605,0.008244112875683059
E In,120,3.564740827018306e-05,0.036403917202252986,0.2455799795186892,0.02637301777315854,-0.21365414746543776,0.2455799795186892,-0.01969814551767677,-0.0014999999999999985,0.02052173913043479
Triangle Participation,120,-4.499354722025267e-05,0.03901150880898833,0.23602786596119926,0.027698504493451594,-0.19629999999999995,0.23602786596119926,-0.020713197586726996,0.0,0.018232175925925916
Shortest Path,120,-0.0005900352731062103,0.0350808608344752,0.2219257142857143,0.02560671429769785,-0.128,0.2219257142857143,-0.02226253779289495,-0.006857142857142863,0.013976950210283558
Cut Ratio,120,-7.512718154171681e-05,0.03166819577388039,0.20840763546798027,0.023327938708947355,-0.11569950738916258,0.20840763546798027,-0.01895587290313854,-0.0021276278659611973,0.015019605127288614
Closeness,120,-0.0002352422194655542,0.03341644379312737,0.19870619047619048,0.024777836135334793,-0.11025,0.19870619047619048,-0.021571428571428564,-0.006113821138211385,0.01514623456790123
Conductance,120,-0.00014931672872294286,0.015630247875154032,0.15905391705069125,0.010915665877293257,-0.08685714285714283,0.15905391705069125,-0.008666392859312495,-0.0017562003968253947,0.006336347926267281
Normalised Cut,120,-0.00011076976316854284,0.01393937902196878,0.12565967741935483,0.009838164414194316,-0.0501537918871252,0.12565967741935483,-0.007788645833333333,-0.0013333333333333363,0.006441639813820267
E In Over E Out,120,-8.852257210961776e-06,0.011963126613624232,0.12478870967741934,0.008486012464105873,-0.05872560975609755,0.12478870967741934,-0.006583139880952383,-0.000133333333333346,0.006268998015873012
ODF,120,-0.0001509307919269004,0.01530897272357539,0.11697211981566819,0.010714029491323303,-0.07445645161290322,0.11697211981566819,-0.008733830651397132,-0.0015810526315789483,0.006412708275798588
Betweenness,120,8.176989419145293e-05,0.021179270091051368,0.115803003003003,0.015578161654373292,-0.10340765765765764,0.115803003003003,-0.011538224471169381,0.0004998340012313255,0.011578235254959393
Degree,120,-7.90938813545821e-05,0.018095324296258045,0.07967647058823529,0.013898675513810145,-0.06428070175438595,0.07967647058823529,-0.012485009510079475,-0.0008752677658287899,0.010213240226022872
