,Stability
graph_023_mu_0_3_node_426,1
graph_023_mu_0_3_node_583,1
graph_023_mu_0_3_node_611,0
graph_023_mu_0_3_node_192,1
graph_023_mu_0_3_node_740,1
graph_023_mu_0_3_node_592,0
graph_023_mu_0_3_node_706,0
graph_023_mu_0_3_node_813,0
graph_023_mu_0_3_node_536,0
graph_023_mu_0_3_node_456,0
graph_023_mu_0_3_node_682,1
graph_023_mu_0_3_node_853,1
graph_023_mu_0_3_node_535,1
graph_023_mu_0_3_node_509,0
graph_023_mu_0_3_node_577,0
graph_023_mu_0_3_node_208,0
graph_023_mu_0_3_node_330,0
graph_023_mu_0_3_node_487,1
graph_023_mu_0_3_node_696,0
graph_023_mu_0_3_node_382,1
graph_023_mu_0_3_node_957,1
graph_023_mu_0_3_node_692,1
graph_023_mu_0_3_node_554,1
graph_023_mu_0_3_node_84,1
graph_023_mu_0_3_node_504,0
graph_023_mu_0_3_node_180,1
graph_023_mu_0_3_node_3,1
graph_023_mu_0_3_node_319,0
graph_023_mu_0_3_node_644,0
graph_023_mu_0_3_node_103,1
graph_023_mu_0_3_node_678,0
graph_023_mu_0_3_node_829,1
graph_023_mu_0_3_node_721,1
graph_023_mu_0_3_node_371,0
graph_023_mu_0_3_node_842,0
graph_023_mu_0_3_node_985,1
graph_023_mu_0_3_node_955,0
graph_023_mu_0_3_node_707,0
graph_023_mu_0_3_node_615,0
graph_023_mu_0_3_node_387,0
graph_023_mu_0_3_node_460,0
graph_023_mu_0_3_node_886,0
graph_023_mu_0_3_node_58,1
graph_023_mu_0_3_node_449,0
graph_023_mu_0_3_node_203,0
graph_023_mu_0_3_node_778,0
graph_023_mu_0_3_node_153,0
graph_023_mu_0_3_node_168,0
graph_023_mu_0_3_node_595,1
graph_023_mu_0_3_node_877,0
graph_023_mu_0_3_node_859,1
graph_023_mu_0_3_node_975,1
graph_023_mu_0_3_node_150,1
graph_023_mu_0_3_node_481,0
graph_023_mu_0_3_node_788,1
graph_023_mu_0_3_node_512,0
graph_023_mu_0_3_node_540,1
graph_023_mu_0_3_node_567,0
graph_023_mu_0_3_node_878,0
graph_023_mu_0_3_node_789,0
graph_023_mu_0_3_node_609,0
graph_023_mu_0_3_node_119,1
graph_023_mu_0_3_node_287,1
graph_023_mu_0_3_node_342,1
graph_023_mu_0_3_node_984,0
graph_023_mu_0_3_node_115,1
graph_023_mu_0_3_node_364,1
graph_023_mu_0_3_node_22,1
graph_023_mu_0_3_node_714,1
graph_023_mu_0_3_node_607,1
graph_023_mu_0_3_node_482,0
graph_023_mu_0_3_node_763,0
graph_023_mu_0_3_node_690,0
graph_023_mu_0_3_node_110,1
graph_023_mu_0_3_node_453,0
graph_023_mu_0_3_node_521,0
graph_023_mu_0_3_node_830,1
graph_023_mu_0_3_node_311,1
graph_023_mu_0_3_node_766,0
graph_023_mu_0_3_node_332,1
graph_023_mu_0_3_node_228,0
graph_023_mu_0_3_node_824,0
graph_023_mu_0_3_node_65,0
graph_023_mu_0_3_node_700,0
graph_023_mu_0_3_node_61,1
graph_023_mu_0_3_node_499,1
graph_023_mu_0_3_node_66,1
graph_023_mu_0_3_node_345,0
graph_023_mu_0_3_node_588,1
graph_023_mu_0_3_node_962,0
graph_023_mu_0_3_node_761,0
graph_023_mu_0_3_node_19,1
graph_023_mu_0_3_node_954,1
graph_023_mu_0_3_node_539,0
graph_023_mu_0_3_node_534,1
graph_023_mu_0_3_node_792,1
graph_023_mu_0_3_node_0,1
graph_023_mu_0_3_node_805,0
graph_023_mu_0_3_node_572,1
graph_023_mu_0_3_node_680,0
graph_023_mu_0_3_node_705,0
graph_023_mu_0_3_node_313,0
graph_023_mu_0_3_node_348,1
graph_023_mu_0_3_node_396,0
graph_023_mu_0_3_node_511,1
graph_023_mu_0_3_node_618,0
graph_023_mu_0_3_node_69,0
graph_023_mu_0_3_node_544,1
graph_023_mu_0_3_node_132,1
graph_023_mu_0_3_node_143,0
graph_023_mu_0_3_node_197,1
graph_023_mu_0_3_node_673,0
graph_023_mu_0_3_node_136,1
graph_023_mu_0_3_node_650,0
graph_023_mu_0_3_node_552,1
graph_023_mu_0_3_node_207,1
graph_023_mu_0_3_node_291,1
graph_023_mu_0_3_node_436,1
graph_023_mu_0_3_node_108,0
graph_023_mu_0_3_node_590,0
graph_023_mu_0_3_node_530,0
graph_023_mu_0_3_node_890,1
graph_023_mu_0_3_node_524,1
graph_023_mu_0_3_node_776,0
graph_023_mu_0_3_node_913,0
graph_023_mu_0_3_node_193,0
graph_023_mu_0_3_node_90,0
graph_023_mu_0_3_node_760,0
graph_023_mu_0_3_node_856,1
graph_023_mu_0_3_node_445,1
graph_023_mu_0_3_node_628,1
graph_023_mu_0_3_node_154,1
graph_023_mu_0_3_node_688,1
graph_023_mu_0_3_node_629,0
graph_023_mu_0_3_node_574,0
graph_023_mu_0_3_node_389,0
graph_023_mu_0_3_node_949,0
graph_023_mu_0_3_node_148,1
graph_023_mu_0_3_node_149,1
graph_023_mu_0_3_node_750,0
graph_023_mu_0_3_node_751,0
graph_023_mu_0_3_node_911,1
graph_023_mu_0_3_node_475,1
graph_023_mu_0_3_node_325,0
graph_023_mu_0_3_node_337,0
graph_023_mu_0_3_node_559,1
graph_023_mu_0_3_node_439,0
graph_023_mu_0_3_node_921,0
graph_023_mu_0_3_node_468,1
graph_023_mu_0_3_node_355,0
graph_023_mu_0_3_node_632,0
graph_023_mu_0_3_node_67,1
graph_023_mu_0_3_node_737,0
graph_023_mu_0_3_node_990,0
graph_023_mu_0_3_node_661,0
graph_023_mu_0_3_node_390,0
graph_023_mu_0_3_node_288,1
graph_023_mu_0_3_node_787,0
graph_023_mu_0_3_node_687,1
graph_023_mu_0_3_node_729,1
graph_023_mu_0_3_node_177,0
graph_023_mu_0_3_node_793,1
graph_023_mu_0_3_node_765,0
graph_023_mu_0_3_node_885,0
graph_023_mu_0_3_node_503,0
graph_023_mu_0_3_node_274,1
graph_023_mu_0_3_node_6,1
graph_023_mu_0_3_node_34,1
graph_023_mu_0_3_node_674,0
graph_023_mu_0_3_node_934,1
graph_023_mu_0_3_node_344,0
graph_023_mu_0_3_node_362,1
graph_023_mu_0_3_node_417,0
graph_023_mu_0_3_node_626,0
graph_023_mu_0_3_node_258,1
graph_023_mu_0_3_node_950,0
graph_023_mu_0_3_node_541,0
graph_023_mu_0_3_node_280,0
graph_023_mu_0_3_node_961,0
graph_023_mu_0_3_node_247,0
graph_023_mu_0_3_node_624,1
graph_023_mu_0_3_node_745,0
graph_023_mu_0_3_node_884,0
graph_023_mu_0_3_node_162,1
graph_023_mu_0_3_node_276,0
graph_023_mu_0_3_node_242,0
graph_023_mu_0_3_node_863,1
graph_023_mu_0_3_node_944,0
graph_023_mu_0_3_node_4,1
graph_023_mu_0_3_node_20,1
graph_023_mu_0_3_node_638,1
graph_023_mu_0_3_node_336,0
graph_023_mu_0_3_node_513,0
graph_023_mu_0_3_node_259,0
graph_023_mu_0_3_node_553,0
graph_023_mu_0_3_node_322,0
graph_023_mu_0_3_node_948,0
graph_023_mu_0_3_node_655,0
graph_023_mu_0_3_node_411,0
graph_023_mu_0_3_node_30,1
graph_023_mu_0_3_node_78,1
graph_023_mu_0_3_node_438,1
graph_023_mu_0_3_node_882,1
graph_023_mu_0_3_node_704,0
graph_023_mu_0_3_node_424,0
graph_023_mu_0_3_node_131,1
graph_023_mu_0_3_node_326,0
graph_023_mu_0_3_node_1,1
graph_023_mu_0_3_node_206,1
graph_023_mu_0_3_node_159,1
graph_023_mu_0_3_node_305,0
graph_023_mu_0_3_node_914,0
graph_023_mu_0_3_node_349,0
graph_023_mu_0_3_node_867,0
graph_023_mu_0_3_node_97,1
graph_023_mu_0_3_node_14,1
graph_023_mu_0_3_node_903,0
graph_023_mu_0_3_node_419,0
graph_023_mu_0_3_node_51,1
graph_023_mu_0_3_node_726,0
graph_023_mu_0_3_node_851,0
graph_023_mu_0_3_node_852,0
graph_023_mu_0_3_node_656,1
graph_023_mu_0_3_node_85,1
graph_023_mu_0_3_node_120,1
graph_023_mu_0_3_node_532,1
graph_023_mu_0_3_node_875,0
graph_023_mu_0_3_node_720,1
graph_023_mu_0_3_node_227,0
graph_023_mu_0_3_node_165,1
graph_023_mu_0_3_node_982,0
graph_023_mu_0_3_node_282,1
graph_023_mu_0_3_node_64,1
graph_023_mu_0_3_node_95,0
graph_023_mu_0_3_node_408,0
graph_023_mu_0_3_node_627,0
graph_023_mu_0_3_node_518,0
graph_023_mu_0_3_node_963,0
graph_023_mu_0_3_node_819,0
graph_023_mu_0_3_node_837,0
graph_023_mu_0_3_node_515,0
graph_023_mu_0_3_node_130,1
graph_023_mu_0_3_node_493,0
graph_023_mu_0_3_node_693,0
graph_023_mu_0_3_node_45,0
graph_023_mu_0_3_node_235,0
graph_023_mu_0_3_node_334,0
graph_023_mu_0_3_node_392,0
graph_023_mu_0_3_node_689,0
graph_023_mu_0_3_node_874,0
graph_023_mu_0_3_node_29,1
graph_023_mu_0_3_node_147,0
graph_023_mu_0_3_node_178,0
graph_023_mu_0_3_node_773,0
graph_023_mu_0_3_node_695,0
graph_023_mu_0_3_node_708,0
graph_023_mu_0_3_node_356,1
graph_023_mu_0_3_node_545,1
graph_023_mu_0_3_node_353,0
graph_023_mu_0_3_node_222,1
graph_023_mu_0_3_node_256,0
graph_023_mu_0_3_node_746,1
graph_023_mu_0_3_node_253,0
graph_023_mu_0_3_node_395,0
graph_023_mu_0_3_node_80,1
graph_023_mu_0_3_node_318,0
graph_023_mu_0_3_node_849,0
graph_023_mu_0_3_node_917,0
graph_023_mu_0_3_node_767,0
graph_023_mu_0_3_node_601,1
graph_023_mu_0_3_node_246,0
graph_023_mu_0_3_node_910,0
graph_023_mu_0_3_node_635,0
graph_023_mu_0_3_node_933,1
graph_023_mu_0_3_node_316,0
graph_023_mu_0_3_node_469,0
graph_023_mu_0_3_node_268,0
graph_023_mu_0_3_node_542,0
graph_023_mu_0_3_node_302,1
graph_023_mu_0_3_node_857,0
graph_023_mu_0_3_node_175,1
graph_023_mu_0_3_node_459,0
graph_023_mu_0_3_node_839,1
graph_023_mu_0_3_node_238,1
graph_023_mu_0_3_node_381,0
graph_023_mu_0_3_node_800,0
graph_023_mu_0_3_node_226,0
graph_023_mu_0_3_node_711,1
graph_023_mu_0_3_node_360,1
graph_023_mu_0_3_node_190,1
graph_023_mu_0_3_node_429,0
graph_023_mu_0_3_node_306,0
graph_023_mu_0_3_node_99,1
graph_023_mu_0_3_node_142,0
graph_023_mu_0_3_node_770,1
graph_023_mu_0_3_node_290,0
graph_023_mu_0_3_node_479,0
graph_023_mu_0_3_node_809,0
graph_023_mu_0_3_node_762,1
graph_023_mu_0_3_node_375,0
graph_023_mu_0_3_node_57,0
graph_023_mu_0_3_node_822,1
graph_023_mu_0_3_node_564,0
graph_023_mu_0_3_node_397,1
graph_023_mu_0_3_node_783,0
graph_023_mu_0_3_node_106,0
graph_023_mu_0_3_node_565,0
graph_023_mu_0_3_node_431,0
graph_023_mu_0_3_node_854,0
graph_023_mu_0_3_node_223,1
graph_023_mu_0_3_node_257,0
graph_023_mu_0_3_node_486,1
graph_023_mu_0_3_node_936,0
graph_023_mu_0_3_node_204,0
graph_023_mu_0_3_node_137,1
graph_023_mu_0_3_node_49,1
graph_023_mu_0_3_node_458,1
graph_023_mu_0_3_node_44,1
graph_023_mu_0_3_node_529,0
graph_023_mu_0_3_node_941,1
graph_023_mu_0_3_node_550,1
graph_023_mu_0_3_node_126,1
graph_023_mu_0_3_node_808,0
graph_023_mu_0_3_node_919,1
graph_023_mu_0_3_node_89,1
graph_023_mu_0_3_node_520,0
graph_023_mu_0_3_node_12,0
graph_023_mu_0_3_node_101,1
graph_023_mu_0_3_node_275,0
graph_023_mu_0_3_node_13,1
graph_023_mu_0_3_node_435,0
graph_023_mu_0_3_node_831,0
graph_023_mu_0_3_node_925,0
graph_023_mu_0_3_node_575,1
